document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
Promoting Computational Thinking Skills Through Game-Based Learning of Students in Lower Secondary School,S. Saenboonsong; A. Poonsawad,"Faculty of Education, Phranakhon Si Ayutthaya Rajabhat University, Phranakhon Si Ayutthaya, Thailand; Faculty of Science and Technology, Phranakhon Si Ayutthaya Rajabhat University, Phranakhon Si Ayutthaya, Thailand",2024 9th International STEM Education Conference (iSTEM-Ed),6 Sep 2024,2024,,,1,4,"This study's objectives were to: 1) compare computational thinking skills before and after game-based learning activities; and 2) study students' satisfaction after game-based learning. The research methodology uses the ADDIE model by driving game-based learning activities and promoting students with computational thinking skills, including decomposition, pattern recognition, abstraction, and algorithm design. The statistical methods used to analyze the data were mean, standard deviation, and t-test. The study's findings revealed that 1) the students' computational thinking skills improved significantly after engaging in game-based learning activities, demonstrating statistical significance at the.05 level, and 2) the overall students' satisfaction after activities with game-based learning was averaged at the highest level (= 4.75, S.D. = 0.52).",,979-8-3503-6597-9,10.1109/iSTEM-Ed62750.2024.10663178,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10663178,computational thinking skills;game-based learning;learning activity,Statistical analysis;Computational modeling;Education;Pattern recognition;Standards,,,,20.0,IEEE,6 Sep 2024,,,IEEE,IEEE Conferences,8,6
Bringing Computational Thinking Skills Into Physics Classroom Through Project-Based Learning,R. D. Handayani; A. D. Lesmono; S. B. Prastowo; B. Supriadi; N. M. Dewi,"Physics Education Department, University of Jember, Jember, Indonesia; Physics Education Department, University of Jember, Jember, Indonesia; Physics Education Department, University of Jember, Jember, Indonesia; Physics Education Department, University of Jember, Jember, Indonesia; Physics Education Department, University of Jember, Jember, Indonesia",2022 8th International Conference on Education and Technology (ICET),23 Dec 2022,2022,,,76,80,"Computational thinking is a fundamental thinking skill for students in the 21st-century learning era. This study aims to integrate computational thinking skills in physics through project-based learning. Data were gathered through observation, interviews, and portfolio documents. The results indicated three main categories of computational thinking: decomposition, abstraction, and simulation. The implementation of project-based learning can develop students’ computational thinking skills. Students are trained to solve physics problems analytically and precisely in structured and logical thinking through a project. This research is expected to be the information for physics teachers to integrate computational thinking in the classroom as a 21st-century learning skill.",2770-4807,978-1-6654-9214-0,10.1109/ICET56879.2022.9990631,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9990631,computational thinking;physics classroom;project-based learning,Computational modeling;Education;Problem-solving;Interviews;Physics;Portfolios,,3.0,,34.0,IEEE,23 Dec 2022,,,IEEE,IEEE Conferences,10,6
Hot Spots and Trends of Computational Thinking Research in China CiteSpace visualization and analysis based on CNKI data,Y. Wang; L. Xu,"School of Information Science and Engineering, Shandong Normal University, Jinan, China; School of Information Science and Engineering, Shandong Normal University, Jinan, China",2023 13th International Conference on Information Technology in Medicine and Education (ITME),25 Apr 2024,2023,,,161,165,"With the rapid development of computer technology, computational thinking, as one of the core literacy elements of information technology majors, has been widely noticed, and at the same time, it has gradually become one of the core competencies cultivated by education and teaching. This paper uses CiteSpace to visualize and analyze the Chinese core papers related to computational thinking included in CNKI. By studying the current situation of domestic research on computational thinking and related hot keywords, it aims to explore the prospects for the application of computational thinking in secondary education, try to incorporate the educational model of C elements in STEM education, and provide research ideas for the cultivation of computational thinking ability of secondary students.",2474-3828,979-8-3503-1915-6,10.1109/ITME60234.2023.00042,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10505497,computational thinking;information technology;STEM education;vocational secondary education;CiteSpace,Computer science;Computational modeling;Education;Data visualization;Organizations;Market research;Information age,,,,10.0,IEEE,25 Apr 2024,,,IEEE,IEEE Conferences,10,6
A Study of Micro:bit Teaching Design Based on the Development of Computational Thinking of Secondary School Students,J. Liu; X. Xia; Y. Bai; P. Liu,"Key Laboratory of Child Development and Learning Science, Ministry of Education, Southeast University, Nanjing, China; Key Laboratory of Child Development and Learning Science, Ministry of Education, Southeast University, Nanjing, China; Key Laboratory of Child Development and Learning Science, Ministry of Education, Southeast University, Nanjing, China; Nanjingshi Yuanshengxiang elementary school, Nanjing, China",2022 4th International Conference on Computer Science and Technologies in Education (CSTE),15 Dec 2022,2022,,,198,201,"With the rapid development of human society and technology, it's necessary for contemporary students to have the ability to quickly adapt to social development. Meanwhile, traditional educational concepts have to be transformed in time, and a full understanding of computational thinking plays an important role in promoting students' life-long development. Based on in-depth analysis and research on computational thinking theory, this paper integrates micro: bit into teaching from the perspective of practical application. After analyzing the teaching objectives, teaching contents, and teaching process, this paper proposes an instructional design for the development of computational thinking for secondary school students.",,978-1-6654-8188-5,10.1109/CSTE55932.2022.00043,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9973092,computational thinking;micro:bit;instructional design,Visualization;Technological innovation;Knowledge acquisition;Education;Focusing;Market research;Computational efficiency,,1.0,,24.0,IEEE,15 Dec 2022,,,IEEE,IEEE Conferences,7,6
Performance-based evaluation of computational thinking skills using machine learning,E. Karakaş; M. Turhan Yöndem,"Mühendislik Fakültesi, İstanbul Okan Üniversitesi, İstanbul, TÜRKİYE; Mühendislik Fakültesi, İstanbul Okan Üniversitesi, İstanbul, TÜRKİYE",2020 Turkish National Software Engineering Symposium (UYMS),9 Nov 2020,2020,,,1,5,"This thesis study is an evaluation tool that measures the user's Computational Thinking (CT) according to its performance on Block-Based Programming Languages (BBPL) by using Machine Learning Techniques. The evaluation tool makes an evaluation for Machine Learning Model and each of the Computational Thinking seven fields. Via this developed tool, the objective is to product an alternative to the limited evaluation tools on Block-Based Programming Languages. Literature research was brought out in two sides as Machine Learning and Block-Based Programming Languages. In the first stage, on Machine Learning, the data set and the methods used in educational field were researched. In the second stage, the devices which are used to measure the performance on Block- Based Programming Languages were analyzed. On literature, there are various sources for teaching Computational Thinking ,but it occurs that measuring instruments that evaluates Computational Thinking are inadequate. To evaluate Computational Thinking a machine learning model was trained. Trained model was turned into online evaluation tool by which both the tutors and the students evaluate Computational Thinking easily. In the final stage, the developed online evaluation tool and the outcome was analyzed.",,978-1-7281-8541-5,10.1109/UYMS50627.2020.9247066,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9247066,Machine Learning;Block-Based Programming Languages;Computational Thinking,Performance evaluation;Computer languages;Computational modeling;Machine learning;Tools;Programming profession;Software engineering,,,,19.0,IEEE,9 Nov 2020,,,IEEE,IEEE Conferences,10,6
A Guide Towards a Definition of Computational Thinking in K-12,R. Ismail; T. A. Steinbach; C. S. Miller,"College of Computing and Digital Media (CDM), DePaul University, Chicago, USA; College of Computing and Digital Media (CDM), DePaul University, Chicago, USA; College of Computing and Digital Media (CDM), DePaul University, Chicago, USA",2022 IEEE Global Engineering Education Conference (EDUCON),11 May 2022,2022,,,801,810,"Computational thinking (CT) has been described as a set of valuable skills for tackling complex problems. To foster CT among K-12 students, different initiatives have been introduced by governmental and non-governmental entities, and numerous studies have been carried out by researchers to define and integrate CT into school curriculum. However, previous studies has shown little agreement among researchers, governmental and non-governmental sectors about a unified CT definition. These dissensions have introduced challenges in formulating a definition for CT at the K-12 level. The absence of a unified definition may increase the challenges for teachers to teach and integrate CT into school curriculum. To foster CT among K-12 students, we introduce a definition and framework for CT. We evaluated 39 articles and extracted the most common elements used in the literature to frame CT definition and describe its elements. Several studies have discussed, as well as investigated, the significance of conceptualizing and comprehending the interaction and dependency relationships among computational objects. However, our literature review discovered that little attention has been dedicated to the concept of dependency in the CT body of knowledge. Based on the literature review, we define CT as the thought process used for solving problems, and it encompasses the elements of problem decomposition, abstraction, and algorithmic thinking. We conjecture the CT definition is missing the element of dependency. In the context of CT, we define dependency as the knowledge of comprehending the interrelationships between different sections of a decomposed problem.",2165-9567,978-1-6654-4434-7,10.1109/EDUCON52537.2022.9766703,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9766703,Computational Thinking (CT);K-12 Education;Dependency;Abstraction;Decomposition;Algorithmic Thinking,Computer science;Bibliographies;Conferences;Computational modeling;Engineering education,,,,69.0,IEEE,11 May 2022,,,IEEE,IEEE Conferences,5,6
The effects of constructing robot-based storytelling system on college students' computational thinking skill and technology comprehension,C. -C. Hu; M. -H. Chen; I. Yuadi; N. -S. Chen,"Department of Information Management, Tatung University No.40, Sec. 3, Zhongshan N. Rd., Taipei City, Taiwan; Department of Information Management, Tatung University No.40, Sec. 3, Zhongshan N. Rd., Taipei City, Taiwan; Department of Information and Library Science, Airlangga University Jl. Airlangga 4-6, Surabaya, Indonesia; Institute for Research Excellence in Learning Sciences and Program of Learning Sciences, National Taiwan Normal University 162, Section 1, Heping E. Rd., Taipei City, Taiwan",2022 24th International Conference on Advanced Communication Technology (ICACT),11 Mar 2022,2022,,,496,500,"Recent college students have been observed to be motivated and engaged in acquiring information and communication technology (ICT) knowledge and skills with robots and digital media. The purpose of this study is to develop students’ technology comprehension through a learning activity by constructing robot-based storytelling systems. A sample of 15 college students participated in the program. Data collected include the pre-and post-computational thinking tests (CTt) and computational thinking skill (CTs) tests for evaluating their learning effects of technology comprehension (TC) in terms of computational thinking knowledge and skills and their perceptions toward the robot-based storytelling development environment and learning activities. The results show that the learning activities were an effective approach for enhancing the students’ TC as shown in the post-test. The differences between the students’ CT and perceptions were also confirmed. The results revealed that the learning activities with the robot-based storytelling development environment could improve the students’ TC knowledge and skills, and learning perceptions.",1738-9445,979-11-88428-08-3,10.23919/ICACT53585.2022.9728803,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9728803,Technology comprehension;Computational thinking;Robot-based storytelling;Information and communication technology,Education;Media;Information and communication technology;Robots;Creativity,,7.0,,14.0,,11 Mar 2022,,,IEEE,IEEE Conferences,10,6
Design and implementation of a graphical programming class for computational thinking in elementary schools,T. Xue; S. He; W. Guo,"School of Educational Technology, Northwest Normal University, Lanzhou, China; School of Educational Technology, Northwest Normal University, Lanzhou, China; School of Educational Technology, Northwest Normal University, Lanzhou, China",2024 International Symposium on Educational Technology (ISET),26 Sep 2024,2024,,,376,380,"As the process of artificial intelligence progresses, it is recognized that computational thinking is one of the basic skills for understanding and solving problems and one of the core literacies of the IT discipline. There are various ways to develop students’ computational thinking, and at the primary and secondary school levels, graphical programming classes are an important way to do so. This study establishes a framework for an instructional program aimed at developing students’ computational thinking skills based on elementary school graphic programming classes. Combining curriculum standards, graphic programming standards for youth programming skills, and International Computational Thinking Challenge standards, relevant teaching cases are designed to foster students’ computational thinking and promote the development of computational concepts, computational practices, and computational concepts.",2766-2144,979-8-3503-6141-4,10.1109/ISET61814.2024.00081,National Natural Science Foundation of China; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10685695,Computational Thinking;Graphical Programming;Teaching,Graphics;Educational technology;Artificial intelligence;Programming profession;Standards,,,,11.0,IEEE,26 Sep 2024,,,IEEE,IEEE Conferences,8,6
Developing a Teacher Training Curriculum Including Computational Thinking Skills: Early Advances on a Study Focused on Colombia,A. Muñoz del Castillo; M. A. Muñoz; L. C. Acosta Huertas; E. Herrera; J. Jimenez Toledo; D. X. Ramos,"Universidad de Santander, Pasto, Colombia; University of Melbourne, Melbourne, VIC, Australia; Escuela Normal Superior de Pasto, Pasto, Colombia; Escuela Normal Superior de Pasto, Pasto, Colombia; Institucion Universitaria CESMAG, Pasto, Colombia; Institución Universitaria CESMAG, Pasto, Colombia",2019 XIV Latin American Conference on Learning Technologies (LACLO),13 Feb 2020,2019,,,8,11,"During training at the Complementary Formation Program (CFP), Colombian primary school teachers do not acquire Computational Thinking (CT) skills, which are considered fundamental for the knowledge economies of the 21st century. In this paper, we describe the early stages of a project aiming to reform the CFP curriculum, such that CT skills becomes an integral part. As a first step, we carried-out four introductory workshops with 64 first-and third-semester CFP students and then surveyed them to gather their perceptions on CT. The results show that the students have a limited understanding of CT and its associated skills, but they recognize their importance. Moreover, they agree that primary school should be the starting point to develop them. The project will continue gathering information from current CFP teachers, current primary school teachers, and university professors who are experts in curriculum development, to develop the curricular proposal.",,978-1-7281-4286-9,10.1109/LACLO49268.2019.00012,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8995162,Computational Thinking;Curriculum design;Teacher training,,,2.0,,27.0,IEEE,13 Feb 2020,,,IEEE,IEEE Conferences,5,6
The Impact of stem Courses on Students’ Computational Thinking: Mediation based on problem solving ability and stem attitude,J. Zhang; Y. Zhang; Y. Lin,"Faculty of Artificial Intelligence Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence Education, Central China Normal University, Wuhan, China",2023 International Symposium on Educational Technology (ISET),20 Dec 2023,2023,,,74,78,"Computational thinking is advocated as a skill that everyone should possess, and stem content and background can be conducive to the learning of computational thinking. This study constructed a theoretical model of the impact of stem courses on students’ computational thinking, and measured the mediating effects of problem solving skills and stem attitudes on stem courses and students’ computational thinking. The study included a questionnaire of 1870 secondary school students and a descriptive, correlational and mediating analysis. The results show that stem courses can predict students’ computational thinking through students’ problem solving ability and students’ attitude towards stem. The results of this study have a positive reference value for discussing the factors affecting students’ computational thinking, implementing stem course education, improving students’ problem-solving ability and enhancing students’ attitude towards stem.",2766-2144,979-8-3503-0491-6,10.1109/ISET58841.2023.00023,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10361088,Computational thinking;stem course;Problem Solving Ability;stem Attitude,Computational modeling;Educational technology;Extensibility;Problem-solving;Mediation,,,,42.0,IEEE,20 Dec 2023,,,IEEE,IEEE Conferences,10,6
