document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
Mapping computational thinking mindsets between educational levels with cognitive network science,M. Stella; A. Kapuza; C. Cramer; S. Uzzo; V. Latora,"CogNosco Lab, Department of Computer Science, University of Exeter, Stocker Road EX4 4PY, UK and Complex Science Consulting, Via Amilcare Foscarini 2, 73100 Lecce, Italy; m.stella@exeter.ac.uk; National Research University Higher School of Economics, Myasnitskaya 20, 101000 Moscow, Russian Federation; Woods Hole Institute, Woods Hole, MA, USA; New York Hall of Science, Corona, NY, USA; NA",Journal of Complex Networks,18 Jan 2022,2021,9.0,6.0,1,13,"A significant aspect of computational thinking is as a way of reasoning about the world in terms of data. This mindset channels number-crunching toward an ambition to discover knowledge through logic, models and simulations. Here we show how computational cognitive science can be used to reconstruct and analyse the structure of computational thinking mindsets (forma mentis in Latin) through complex networks. As a case study, we investigate cognitive networks tied to key concepts of computational thinking provided by (i) 159 high school students enrolled in a science curriculum and (ii) 59 researchers in complex systems and simulations. Researchers' reconstructed knowledge highlighted a positive mindset about scientific modelling, semantically framing data and simulations as ways of discovering nature. Students correctly identified different aspects of logic reasoning but perceived ‘computation’ as a distressing, anxiety-eliciting task, framed with math jargon and lacking links to real-world discovery. Students' mindsets around ‘data’, ‘model’ and ‘simulations’ critically revealed no awareness of numerical modelling as a way for understanding the world. Our findings provide evidence of a crippled computational thinking mindset in students, who acquire mathematical skills that are not channelled toward real-world discovery through coding. This unlinked knowledge ends up being perceived as distressing number-crunching expertise with no relevant outcome. The virtuous mindset of researchers reported here indicates that computational thinking can be restored by training students specifically in coding, modelling and simulations in relation to discovering nature. Our approach opens innovative ways for quantifying computational thinking and enhancing its development through mindset reconstruction.",2051-1329,,10.1093/comnet/cnab020,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9684795,computational thinking;cognitive network science;mindset reconstruction;education,,,,,,,18 Jan 2022,,,OUP,OUP Journals,6,4
Design and Performance Validation of a Computational Thinking Gamified Intelligent Tutoring System Focusing on Thinking Process,Z. Cen; L. Zheng; Z. Zhan,"School of Information Technology in Education, South China Normal University, Guangzhou, China; School of Information Technology in Education, South China Normal University, Guangzhou, China; School of Information Technology in Education, South China Normal University, Guangzhou, China",2025 14th International Conference on Educational and Information Technology (ICEIT),1 May 2025,2025,,,181,187,"Computational thinking (CT) is recognized as a crucial problem-solving skill in the age of artificial intelligence. However, there remains a significant gap in the availability of intelligent tools that effectively foster computational thinking in line with contemporary educational needs. To address this, the present study proposes a gamified intelligent tutoring system that supports learners' CT development through a process-oriented assessment methodology and targeted guidance. The assessment framework leverages machine learning algorithms to construct predictive models based on the frequency of six behavioral elements observed during gameplay, including a process-oriented failure risk assessment model for formative evaluation and a summative computational thinking level assessment model. The system identifies the critical process element contributing most to the prediction outcome to provide targeted guidance for learners at risk of failure or exhibiting low computational performance. Using a dataset of 754 real learner cases, five machine learning algorithms were compared, and multi-metric evaluation confirmed strong predictive performance, with accuracy exceeding 80%. Logistic regression was selected as the final algorithm due to its simplicity, efficiency, and interpretability, ensuring practical applicability. The tool will enable the scaling and personalization of computational thinking development.",,979-8-3315-4088-3,10.1109/ICEIT64364.2025.10975898,"National Natural Science Foundation in China(grant numbers:62277018,62237001); Ministry of Education in China Project of Humanities and Social Sciences(grant numbers:22YJC880106); South China Normal University(grant numbers:ZDPY2208); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10975898,computational thinking;intelligent tutoring system;gamified Learning;process-oriented assessment;machine learning,Logistic regression;Machine learning algorithms;Computational modeling;Focusing;Machine learning;Predictive models;Prediction algorithms;Risk management;Problem-solving;Information technology,,,,29.0,IEEE,1 May 2025,,,IEEE,IEEE Conferences,10,4
Computational support for visual thinking in design ideation,R. Oxman,"Faculty of Architecture and T.P.Technion, Haifa, Israel",Proceedings. 1998 IEEE Conference on Information Visualization. An International Conference on Computer Visualization and Graphics (Cat. No.98TB100246),6 Aug 2002,1998,,,192,195,"A CDM (cognitive design medium) is defined as a medium which supports the cognitive nature of design in computerized environments. We review the theoretical background and demonstrate the basis upon which an interactive counterpart can be achieved in supporting the cognitive capabilities of the designer, such as visual thinking. The approach is elaborated and illustrated by experimental work in the area of conceptual design. We define three phenomena related to visual thinking in design which are characteristic of conceptual design: ideation, re-representation, and the evocation of generic representations. Finally, we demonstrate through examples how interactive computational environments can support these cognitive design phenomena.",1093-9547,0-8186-8509-3,10.1109/IV.1998.694219,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=694219,,Cognition;Psychology;Computer architecture;Couplings;Process design;Computational modeling;Buildings;Graphics,,,,8.0,IEEE,6 Aug 2002,,,IEEE,IEEE Conferences,2,4
"Motivation, Awareness, and Perceptions of Computational Science",A. J. Magana; J. I. Mathur,"Department of Computer and Information Technology, Purdue University, USA; Computational Science and Engineering and Computational Life Sciences, Purdue University, USA",Computing in Science & Engineering,16 Jan 2012,2012,14.0,1.0,74,79,"To meet the urgent need for a well-prepared CS&E workforce, we must better understand how students perceive the field.",1558-366X,,10.1109/MCSE.2012.13,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6129960,Student perceptions;computational science;computational life science;computational engineering;interest and motivators;qualitative research;scientific computing,Professional aspects;Computer science education;Computational modeling;Science (general);Research and development,,13.0,,16.0,IEEE,16 Jan 2012,,,IEEE,IEEE Magazines,6,4
Work in progress — Integrating computational and engineering thinking through online design and simulation of multidisciplinary systems,A. J. Magana; P. Marepalli; J. V. Clark,"Purdue University, USA; Purdue University, USA; Purdue University, USA",2011 Frontiers in Education Conference (FIE),2 Feb 2012,2011,,,S3C-1,S3C-2,"Computation is an increasingly essential tool for doing scientific research. It is expected that future engineers will need to engage and understand computing in order to work effectively with computational systems, technologies, and methodologies. Toward this goal, we leverage our previous work with SugarAid v0.2 to allow learners to test their knowledge of computing by applying engineering concepts. Applied concepts include designing multidisciplinary systems including electrical, mechanical, fluidic, and thermal components. Through this method, we expect learners to enhance their computing knowledge by applying their engineering knowledge.",2377-634X,978-1-61284-469-5,10.1109/FIE.2011.6143083,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6143083,computational thinking;engineering thinking;computational simulations;systems design,Computational modeling;Mathematical model;Knowledge engineering;Education;Sugar industry;Glass;Conferences,,,,10.0,IEEE,2 Feb 2012,,,IEEE,IEEE Conferences,4,4
Research on Topic Evolution Analysis of Computational Thinking Based on Maximum Likelihood Estimation and CiteSpace,Y. Xu; F. Zhao,"Faculty of Education, Shaanxi Normal University, Xi'an, China; Department of Psychology, University of Chinese Academy of Sciences, Beijing, China",2022 European Conference on Communication Systems (ECCS),29 Dec 2022,2022,,,6,9,"Using the CiteSpace and a keyword trend computational method based on log-likelihood value, relative change rate, and betweenness centrality, and a set of keyword trends and type rules, this research comes up with the core words, common words, and frontier words in computational thinking research field, and their evolution history and trends. In computational thinking research field, the stable core words have “thinking”, the rising core words have “education”, the stable common words have “design” and “framework”, the fluctuating common words have “model” and “classroom”, and the frontier words have “game”, etc.",,978-1-6654-9689-6,10.1109/ECCS54035.2022.00010,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9993448,computational thinking;co-word analysis;word frequency analysis,Analytical models;Maximum likelihood estimation;Computational modeling;Soft sensors;Games;Market research;Frequency estimation,,,,10.0,IEEE,29 Dec 2022,,,IEEE,IEEE Conferences,4,4
Research on Intelligent Product Design based on Cognitive Thinking and Visual Thinking,D. Hemin; J. Junjie,"Shenzhen University of Technology, Shenzhen, China; City University of Macau, Macau, China",2021 26th International Conference on Automation and Computing (ICAC),15 Nov 2021,2021,,,1,6,"Intelligent product design has become an important part of product design due to its outstanding convenience and functionality. First of all, through the study of cognitive thinking and visual thinking, this article concludes that the two have important guiding roles in product design. Secondly, use the specific laws in cognitive thinking and visual thinking to derive the corresponding intelligent product design principles. Then, a intelligent product design process that is conducive to function setting and styling design is derived. The purpose is to introduce a good design plan for the material level, the behavior level, and the spiritual level. Finally, the research results are demonstrated by design practice. It is hoped that this article will have a certain enlightenment for related designers to carry out intelligent product design.",,978-1-86043-557-7,10.23919/ICAC50006.2021.9594234,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9594234,cognitive thinking;visual thinking;intelligent product design;design practice,Visualization;Automation;Roads;Computational modeling;Tools;Product design;Reliability,,,,4.0,,15 Nov 2021,,,IEEE,IEEE Conferences,2,4
Investigating the Key Factors on XYZ Generations' Higher-Order Thinking Skills in E-Learning,E. Halim; Kevin; H. Kristian; M. Hebrard,"Information System Department, School of Information Systems, Bina Nusantara University, Jakarta, Indonesia; Information System Department, School of Information Systems, Bina Nusantara University, Jakarta, Indonesia; Information System Department, School of Information Systems, Bina Nusantara University, Jakarta, Indonesia; Enterprise Law Program Study, Institut Des Usages, Montpellier, France",2022 IEEE International Conference on Cybernetics and Computational Intelligence (CyberneticsCom),29 Aug 2022,2022,,,297,302,"Education development continues to proliferate in Indonesia, so many learning methods are applied, but the number of students with HOTS abilities in Indonesia is minimal. The issues affecting HOTS in Indonesia are (1) Not yet able to adapt, (2) Lack of basic knowledge early on, and (3) Few apply HOTS. The research goals were to examine XYZ generations' HOTS variables in the e-learning concept. This research used Structural Equation Model (SEM) and SmartPLS as statistical tools. With the Judgement sampling method, data were collected through an online questionnaire from 184 respondents from April 21–28, 2022, consisting of students and lecturers at 20 universities in Indonesia who also came from various regions in Indonesia. The proposed model has six variables: Learning Environment, Learning Motivation, Peer Interaction, Learning Strategy, Learning Style, HOTS in e-learning concept, and eight hypotheses. All hypotheses have a significant influence.",,978-1-6654-9742-8,10.1109/CyberneticsCom55287.2022.9865409,Bina Nusantara University(grant numbers:061/VR.RTT/IV/2022); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9865409,e-learning;Higher-Order-Thinking skills;Learning Environment;Learning Motivation;Learning Strategy;Learning Style,Adaptation models;Electronic learning;Numerical analysis;Computational modeling;Education;Sampling methods;Mathematical models,,1.0,,34.0,IEEE,29 Aug 2022,,,IEEE,IEEE Conferences,6,4
8 TEACHING COMPUTATIONAL THINKING FOR ALL,P. J. Denning; M. Tedre,NA; NA,Computational Thinking,,2019,,,175,192,"My basic idea is that programming is the most powerful medium of developing the sophisticated and rigorous thinking needed for mathematics, for grammar, for physics, for statistics, and all the “hard” subjects. Maybe I would even include philosophy and historical analysis. In short, I believe more than ever that programming should be a key part of the intellectual development of people growing up.",,9780262353410,,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=8709357.pdf&bkn=8709327&pdfType=chapter,,,,,,,,9 May 2019,,,MIT Press,MIT Press eBook Chapters,4,4
Creative computing for decision making: Combining game theory and lateral thinking,L. Zou; H. Yang,"Centre for Creative Computing Bath, Spa University, Bath, England; Centre for Creative Computing Bath, Spa University, Bath, England",2015 21st International Conference on Automation and Computing (ICAC),2 Nov 2015,2015,,,1,6,"Our research aims to improve the Traditional Decision Making Steps with efficiency and effectiveness. Creative Decision Making Steps are created through combining Game Theory and Lateral Thinking approach in an Enhanced Computer System. Computer system is able to help people make decisions as a result. In the current situation, computer system is a tool for human to output result after inputting data. Users could use the result to make decisions. In the past, data collection is limited to hardware. But big data and cloud computing change the situation, besides the infinite storage, the relationships among all the information are presented at the same time. Which means, if combine the creative methodology and logical process such as Game Theory and Lateral Thinking in computer system, computers will become more reliable in Decision Making.",,978-0-9926-8011-4,10.1109/IConAC.2015.7313962,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7313962,Creative Computing;Decision Making;Game Theory;Lateral Thinking,Computers;Vehicles;Software;Computational modeling;Nash equilibrium,,,,17.0,,2 Nov 2015,,,IEEE,IEEE Conferences,6,4
