document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
Bringing Computational Thinking Skills Into Physics Classroom Through Project-Based Learning,R. D. Handayani; A. D. Lesmono; S. B. Prastowo; B. Supriadi; N. M. Dewi,"Physics Education Department, University of Jember, Jember, Indonesia; Physics Education Department, University of Jember, Jember, Indonesia; Physics Education Department, University of Jember, Jember, Indonesia; Physics Education Department, University of Jember, Jember, Indonesia; Physics Education Department, University of Jember, Jember, Indonesia",2022 8th International Conference on Education and Technology (ICET),23 Dec 2022,2022,,,76,80,"Computational thinking is a fundamental thinking skill for students in the 21st-century learning era. This study aims to integrate computational thinking skills in physics through project-based learning. Data were gathered through observation, interviews, and portfolio documents. The results indicated three main categories of computational thinking: decomposition, abstraction, and simulation. The implementation of project-based learning can develop students’ computational thinking skills. Students are trained to solve physics problems analytically and precisely in structured and logical thinking through a project. This research is expected to be the information for physics teachers to integrate computational thinking in the classroom as a 21st-century learning skill.",2770-4807,978-1-6654-9214-0,10.1109/ICET56879.2022.9990631,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9990631,computational thinking;physics classroom;project-based learning,Computational modeling;Education;Problem-solving;Interviews;Physics;Portfolios,,3.0,,34.0,IEEE,23 Dec 2022,,,IEEE,IEEE Conferences,10,6
Hot Spots and Trends of Computational Thinking Research in China CiteSpace visualization and analysis based on CNKI data,Y. Wang; L. Xu,"School of Information Science and Engineering, Shandong Normal University, Jinan, China; School of Information Science and Engineering, Shandong Normal University, Jinan, China",2023 13th International Conference on Information Technology in Medicine and Education (ITME),25 Apr 2024,2023,,,161,165,"With the rapid development of computer technology, computational thinking, as one of the core literacy elements of information technology majors, has been widely noticed, and at the same time, it has gradually become one of the core competencies cultivated by education and teaching. This paper uses CiteSpace to visualize and analyze the Chinese core papers related to computational thinking included in CNKI. By studying the current situation of domestic research on computational thinking and related hot keywords, it aims to explore the prospects for the application of computational thinking in secondary education, try to incorporate the educational model of C elements in STEM education, and provide research ideas for the cultivation of computational thinking ability of secondary students.",2474-3828,979-8-3503-1915-6,10.1109/ITME60234.2023.00042,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10505497,computational thinking;information technology;STEM education;vocational secondary education;CiteSpace,Computer science;Computational modeling;Education;Data visualization;Organizations;Market research;Information age,,,,10.0,IEEE,25 Apr 2024,,,IEEE,IEEE Conferences,10,6
An Empirical Study on Blended Learning to Promote the Development of Computational Thinking Ability of College Students,L. Liao; J. Liang,"School of Information Technology in Education, South China Normal University, Guangzhou, China; School of Information Technology in Education, South China Normal University, Guangzhou, China",2017 International Symposium on Educational Technology (ISET),10 Aug 2017,2017,,,256,260,"Studies have shown that learning approaches are able to promote the developments of computational thinking on students, including cooperative learning, project-based learning, online communication, Academic dialogue etc. Therefore, these learning approaches can combine with the traditional teaching in a more effective way. Blended learning may promote the developments of computational thinking on students. The paper takes the junior College students as the experimental objects, and carries a pretest-posttest study through unequal experimental and control groups. It approved that blended learning has a positive impact on the college student's computational thinking, i.e., they have an obvious progress.",,978-1-5090-3031-6,10.1109/ISET.2017.64,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8005431,Blended learning;Computational thinking;Computational thinking trend;Skills of computational thinking,Education;Programming profession;Information technology;Management information systems;Software,,3.0,,10.0,IEEE,10 Aug 2017,,,IEEE,IEEE Conferences,10,8
Real Time Assessment of Computational Thinking,K. H. Koh; A. Basawapatna; H. Nickerson; A. Repenning,"Department of Computer Science, University of Colorado Boulder; AgentSheets Inc., Boulder, USA; Department of Computer Science, University of Colorado Boulder; AgentSheets Inc., Boulder, USA",2014 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),28 Aug 2014,2014,,,49,52,"This paper suggests a Cyberlearning tool based on a highly innovative assessment methodology that helps teachers with computer science education. Currently, there is a strong push to integrate aspects of programming and coding into the classroom environment. However, few if any tools exist that enable real-time formative assessment of in-class programming tasks. The proposed REACT (Real Time Evaluation and Assessment of Computational Thinking) system is a first step toward allowing teachers to see which high-level concepts students have mastered and which ones they are struggling with as students code in real time. REACT supports and facilitates the teaching of 21st century computing skills such as computational thinking [1] in the classroom environment.",1943-6106,978-1-4799-4035-6,10.1109/VLHCC.2014.6883021,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6883021,Computational Thinking;Online Assessment;Real Time Assessment;Computational Thinking Pattern;Computational Thinking Pattern Analysis,Real-time systems;Games;Programming profession;Pattern analysis;Educational institutions;Computer science education,,29.0,,16.0,IEEE,28 Aug 2014,,,IEEE,IEEE Conferences,10,10
Improving learning of computational thinking using creative thinking exercises in CS-1 computer science courses,L. D. Miller; L. -K. Soh; V. Chiriacescu; E. Ingraham; D. F. Shell; S. Ramsay; M. P. Hazley,"University of Nebraska System, Lincoln, NE, US; Department of Computer Science and Engineering, University of Nebraska, Lincoln; Department of Computer Science and Engineering, University of Nebraska, Lincoln; Center for Computational Creativity, University of Nebraska, Lincoln; Center for Computational Creativity, University of Nebraska, Lincoln; Center for Computational Creativity, University of Nebraska, Lincoln; Center for Computational Creativity, University of Nebraska, Lincoln",2013 IEEE Frontiers in Education Conference (FIE),19 Dec 2013,2013,,,1426,1432,"Promoting computational thinking is one of the top priorities in CS education as well as in other STEM and non-STEM disciplines. Our innovative NSF-funded IC2Think project blends computational thinking with creative thinking so that students leverage their creative thinking skills to “unlock” their understanding of computational thinking. In Fall 2012, we deployed creative exercises designed to engage Epstein's creative competencies (Surrounding, Capturing, Challenging and Broadening) in introductory level CS courses targeting four different groups (CS, engineering, combined CS/physical sciences, and humanities majors). Students combined hands-on problem solving with guided analysis and reflection to connect their creative activities to CS topics such as conditionals and arrays and to real-world CS applications. Evaluation results (approximately 150 students) found that creative thinking exercise completion had a linear “dosage” effect. As students completed more exercises [0/1 – 4], they increased their long-term retention [a computational thinking test], F(3, 98) = 4.76, p =.004, partial Eta2 = .127 and course grades, F(3, 109) = 4.32, p =.006, partial Eta2 = .106. These findings support our belief that the addition of creative thinking exercises to CSCE courses improves the learning of computational knowledge and skills.",2377-634X,978-1-4673-5261-1,10.1109/FIE.2013.6685067,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6685067,CS1;Creative Thinking;Computational Thinking;College;Computer Science,Ciphers;Reflection;Writing;Computer science;Data collection;Debugging;Educational institutions,,31.0,,19.0,IEEE,19 Dec 2013,,,IEEE,IEEE Conferences,10,8
Fostering Critical and Computational Thinking in the Field of Primary and Secondary Education in non-STEM Subjects by Using Data Sets and Applications,I. Vlahović; I. O. Biškupić,"ALGEBRA University College, Zagreb, Croatia; ALGEBRA University College, Zagreb, Croatia",2023 46th MIPRO ICT and Electronics Convention (MIPRO),29 Jun 2023,2023,,,672,677,"Critical and computational thinking in primary and secondary education in recent years shows growing importance in methodical approaches used in the classroom. Although many examples exist for using critical and computational thinking in STEM educational area, the social sciences i.e., non-STEM areas were somehow left out due to the relatively more difficult design of such content, especially in the part of the development of computational thinking. In that context, in this paper we present one way of using critical and computational thinking in non-STEM education, more specifically on the example of historical data sources, through the use of programming in Python. As an example, we use historical data for Trans-Atlantic Slave Trade routes, that were the largest long-distance coerced movement of people in history up to the mid-nineteenth century, for connecting concepts of databases, Data Science and programming for development of critical and computational thinking in context of history science. This way of using modern approaches in classroom should give teachers and pupils a broader picture of importance of interdisciplinary education for critical and computational thinking development through STEM and non-STEM classes that give pupils novel skills needed for future labor market.",2623-8764,978-953-233-104-2,10.23919/MIPRO57284.2023.10159750,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10159750,Critical Thinking;Computational Thinking;STEM;non-STEM;Data Science;programming;Python;history;Trans-Atlantic Slave Trade routes,Correlation;Soft sensors;Education;Social sciences;Data science;History;Pupils,,,,12.0,,29 Jun 2023,,,IEEE,IEEE Conferences,10,10
Computational Thinking Education: Who Let the Dog Out?,S. Swaid; T. Suid,"Department of Computer Science, Philander Smith College, Little Rock, AR; Department of Computer Science, University of Arkansas at Little Rock, Little Rock, AR",2019 International Conference on Computational Science and Computational Intelligence (CSCI),20 Apr 2020,2019,,,788,792,"Today, Computational Thinking is seen as an important competency and the fourth skill that every child should process. Several significant attempts have been made to increase a student's exposure to Computational Thinking at the K-12 level, however the process is complex and requires systematic planning and comprehensive curriculum. In this paper, we describe the STEPP-UP program that aims to introduce middle schoolers to Computational Thinking via Scratch and Java coding sessions. A comprehensive curriculum and hands-on activities are applied to introduce Computational Thinking for a total of 41 students for a period of five semesters from Fall 2017 until Fall 2019. To assess the learning objectives, we used three methods of evaluation; design-scenarios, paper-assessments, and learner-documentation. Findings indicate that the students have increased knowledge of Computational Thinking and its applications for problem solving.",,978-1-7281-5584-5,10.1109/CSCI49370.2019.00150,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9071265,"Computational Thinking, K -12, Problem Solving, Java, Scratch Linear Search, Coding Literacy",Java;Programming;Sprites (computer);Tools;Education;Dogs;Computed tomography,,4.0,,19.0,IEEE,20 Apr 2020,,,IEEE,IEEE Conferences,10,9
Computational thinking tools,A. Repenning; A. Basawapatna; N. Escherle,"University of Colorado, Boulder, Colorado, USA; Dept. of Math and Computer Information Systems, State University of New York College at Old Westbury, Old Westbury, NY; School of Education, FHNW, Brugg-Windisch, Switzerland",2016 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),10 Nov 2016,2016,,,218,222,"Computational Thinking is an essential skill for all students in the 21st Century. A fundamental question is how can we create computer affordances to empower novice teachers and students, in a variety of STEM and art disciplines, to think computationally while avoiding difficult overhead emerging from traditional coding? Over the last 20 years we have iteratively developed tools that aim to support computational thinking. As these tools evolved a philosophy emerged to support Computational Thinking by joining human abilities with computer affordances. Chief among these findings is that supporting Computational Thinking is much more than making coding accessible. Computational Thinking Tools aim to minimize coding overhead by supporting users through three fundamental stages of the Computational Thinking development cycle: problem formulation, solution expression, and solution execution/evaluation.",1943-6106,978-1-5090-0252-8,10.1109/VLHCC.2016.7739688,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7739688,computational thinking tools;end-user programming;K-12 education;computational thinking,,,29.0,,38.0,IEEE,10 Nov 2016,,,IEEE,IEEE Conferences,10,7
Performance-based evaluation of computational thinking skills using machine learning,E. Karakaş; M. Turhan Yöndem,"Mühendislik Fakültesi, İstanbul Okan Üniversitesi, İstanbul, TÜRKİYE; Mühendislik Fakültesi, İstanbul Okan Üniversitesi, İstanbul, TÜRKİYE",2020 Turkish National Software Engineering Symposium (UYMS),9 Nov 2020,2020,,,1,5,"This thesis study is an evaluation tool that measures the user's Computational Thinking (CT) according to its performance on Block-Based Programming Languages (BBPL) by using Machine Learning Techniques. The evaluation tool makes an evaluation for Machine Learning Model and each of the Computational Thinking seven fields. Via this developed tool, the objective is to product an alternative to the limited evaluation tools on Block-Based Programming Languages. Literature research was brought out in two sides as Machine Learning and Block-Based Programming Languages. In the first stage, on Machine Learning, the data set and the methods used in educational field were researched. In the second stage, the devices which are used to measure the performance on Block- Based Programming Languages were analyzed. On literature, there are various sources for teaching Computational Thinking ,but it occurs that measuring instruments that evaluates Computational Thinking are inadequate. To evaluate Computational Thinking a machine learning model was trained. Trained model was turned into online evaluation tool by which both the tutors and the students evaluate Computational Thinking easily. In the final stage, the developed online evaluation tool and the outcome was analyzed.",,978-1-7281-8541-5,10.1109/UYMS50627.2020.9247066,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9247066,Machine Learning;Block-Based Programming Languages;Computational Thinking,Performance evaluation;Computer languages;Computational modeling;Machine learning;Tools;Programming profession;Software engineering,,,,19.0,IEEE,9 Nov 2020,,,IEEE,IEEE Conferences,10,6
Exploration of ability development of engineering and computational thinking skills in software engineering majors,Z. Deng; W. Huang; R. Dong; P. Wen,"School of Computer Science and Control, Guilin University of Electronic Technology, China; School of Computer Science and Control, Guilin University of Electronic Technology, China; School of Computer Science and Control, Guilin University of Electronic Technology, China; School of Computer Science and Control, Guilin University of Electronic Technology, China",2009 4th International Conference on Computer Science & Education,1 Sep 2009,2009,,,1665,1668,"Software talents should have the engineering ability, a common sense in IT industry, which is characterized by the fact that design plays a very important role in software engineering. Basis on the enhancement of computational thinking, the reform ideas of the development of the student's engineering ability are introduced. The detailed approaches include: 1) Extraction of fundamental discipline concept of engineering ability development; 2) Problem solving-centered organization of courses of software development tools; 3) Initiate the courses of software engineering as soon as possible; 4) Continual training of abstract logical thinking for the purpose of software abstract thinking.",,978-1-4244-3520-3,10.1109/ICCSE.2009.5228288,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5228288,software engineering;Computational thinking;design;abstract,Software engineering;Software systems;Design engineering;Programming;Computer science;Computer science education;Application software;Engineering management;Educational technology;Computer industry,,1.0,,7.0,IEEE,1 Sep 2009,,,IEEE,IEEE Conferences,10,5
