document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
Helping Novice Programmers to Bootstrap in the Cloud: Incorporating Support for Computational Thinking into the Game Design Process,N. Ahmadi; M. Jazayeri; M. Landoni,"Faculty of Informatics, University of Lugano, Lugano, Switzerland; Faculty of Informatics, University of Lugano, Lugano, Switzerland; Faculty of Informatics, University of Lugano, Lugano, Switzerland",2012 IEEE 12th International Conference on Advanced Learning Technologies,16 Aug 2012,2012,,,349,353,"Game design environments are traditionally used as means for engaging non-programmers in the learning process. However, these environments lack specific support for teaching computational thinking to novices. Typically, such skills are acquired in ad hoc practical sessions with supervision provided by teachers or peers. The usual scenario is where a teacher guides the students in solving these problems during a game design session. In informal learning settings, step-by-step tutorials for creating existing games are used to compensate for the lack of computer support for solving design and computational problems. In this paper we suggest a game design process that combines support for computational thinking with tool usage, by identifying the most common computational thinking problems and providing a generic solution to them. We have evaluated our solution in the context of AgentWeb, an online cloud-based game design environment for novices. We discuss how to incorporate suggested computational thinking solutions as computer assistant into the game design user interface.",2161-377X,978-1-4673-1642-2,10.1109/ICALT.2012.24,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6268116,end-user programming;computational thinking;design thinking;game design environments;informal learning;cognitive walkthrough;cloud-based environments,Games;Programming;Educational institutions;Computers;Context;Tutorials,,5.0,,15.0,IEEE,16 Aug 2012,,,IEEE,IEEE Conferences,8,7
Influence of Programming Robot Learning Mode Based on Conceptual Mapping on College Students' Computational Thinking,B. -H. Chen; L. -H. Chen; C. -C. Chen; C. -H. Chen,"Department of Information Management, Chaoyang University of Technology, Taiwan; Department of Information Management, Chaoyang University of Technology, Taiwan; Department of Automatic, Control Engineering Feng Chia University, Taiwan; Master Program of Professional Teacher, National Taichung University of Education, Taiwan","2021 IEEE 3rd Eurasia Conference on IOT, Communication and Engineering (ECICE)",23 Dec 2021,2021,,,617,620,"As the information age has progressed, computational thinking ability to solve problems has become an indispensable way of life in life. Many scholars believe that the process of solving problems will be more logical if they have computational thinking ability. At the same time, scholars believe that a good learning method improves learners' intrinsic motivation. Therefore, in this research, we try to use conceptual mapping so that students can construct knowledge when composing their own images, as the focus of this learning model and computational thinking is the thinking process and the two coincide. This research intends to introduce the traditional programming robot course into conceptual mapping and measure whether there are differences in computational thinking tendencies, problem-solving tendencies, and intrinsic motivations between students who use conceptual mapping and those who do not use it. The students in the experimental group with conceptual mapping activities developed computational thinking skills during the program robotics course. The students in the control group first watched the computational thinking explanation video to explain the computational thinking skills to the students, and then taught in the traditional programming robotics course.",,978-1-6654-4516-0,10.1109/ECICE52819.2021.9645630,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9645630,Concept mapping;computational thinking;programmed robot 10 pts;intrinsic motivation,Learning systems;Conferences;Computational modeling;Programming;Information age;Robot learning;Problem-solving,,,,25.0,IEEE,23 Dec 2021,,,IEEE,IEEE Conferences,8,7
Computational thinking tools,A. Repenning; A. Basawapatna; N. Escherle,"University of Colorado, Boulder, Colorado, USA; Dept. of Math and Computer Information Systems, State University of New York College at Old Westbury, Old Westbury, NY; School of Education, FHNW, Brugg-Windisch, Switzerland",2016 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),10 Nov 2016,2016,,,218,222,"Computational Thinking is an essential skill for all students in the 21st Century. A fundamental question is how can we create computer affordances to empower novice teachers and students, in a variety of STEM and art disciplines, to think computationally while avoiding difficult overhead emerging from traditional coding? Over the last 20 years we have iteratively developed tools that aim to support computational thinking. As these tools evolved a philosophy emerged to support Computational Thinking by joining human abilities with computer affordances. Chief among these findings is that supporting Computational Thinking is much more than making coding accessible. Computational Thinking Tools aim to minimize coding overhead by supporting users through three fundamental stages of the Computational Thinking development cycle: problem formulation, solution expression, and solution execution/evaluation.",1943-6106,978-1-5090-0252-8,10.1109/VLHCC.2016.7739688,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7739688,computational thinking tools;end-user programming;K-12 education;computational thinking,,,29.0,,38.0,IEEE,10 Nov 2016,,,IEEE,IEEE Conferences,10,7
A practical research on the training of middle school students' computational thinking based on problem solving in systematic information process view,M. Zhao; W. Hu,"College of Education Science, Bohai University, Jinzhou, China; College of Education Science, Bohai University, Jinzhou, China","2022 3rd International Conference on Education, Knowledge and Information Management (ICEKIM)",1 Feb 2023,2022,,,1037,1040,"Computational thinking is the process sequence of solving problems and behaves a method of systematic solving problems. Computational thinking is essentially a view of systematic information processing process. In essence, developing the computational thinking of middle school students is to improve their problem-solving ability and the corresponding practical accomplishment. The instructional activity design based on six links of problem solving can well meet the need of cultivating students’ computational thinking. The instructional mode of systematic problem solving in middle school can improve students’ learning effects and satisfaction, and promote students’ computational thinking ability significantly. The method of systematic information processing process can be trained.",,978-1-6654-1666-5,10.1109/ICEKIM55072.2022.00225,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10027412,component;Computation;Computational thinking;Middle school information technology class,Training;Analytical models;Systematics;Computational modeling;Information processing;Information management;Problem-solving,,,,16.0,IEEE,1 Feb 2023,,,IEEE,IEEE Conferences,8,7
Computer Science Unplugged for Developing Computational Thinking and Mathematical Thinking,T. Nakamura; T. Kawasaki,"Graduate School of Education, Gifu university, Gifu, Japan; Faculty of Education, Gifu University, Gifu, Japan","2019 International Joint Conference on Information, Media and Engineering (IJCIME)",16 Apr 2020,2019,,,305,308,"The purpose of this study is to make learning material that can develop both Computational thinking and Mathematical thinking. This study suggest a hamburger flowchart as a teaching material that combines the three elements of ""unplugged"", ""thinking from the end "" and ""mathematics class"". Using this flowchart, basic experiment was conducted for 8 to 12 years old. The purpose of this experiment is to confirm whether it is possible for children to develop both Computational thinking and Mathematical thinking by using the hamburger flowchart. We evaluated both Computational thinking and Mathematical thinking from the state in this class and the content of the worksheet and prior and subsequent tests. As a result, the state related to Computational thinking and Mathematical thinking increased, and the correct answer rate of many children increased from the prior test to the subsequent test. Therefore it turned out that the hamburger flowchart affects mathematical thinking.",,978-1-7281-5586-9,10.1109/IJCIME49369.2019.00108,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9066359,21st-century-skills;Computational-thinking;Mathematical-thinking;thinking-from-the-end,Flowcharts;Programming profession;Tools;Education;Sugar;Toxicology,,3.0,,6.0,IEEE,16 Apr 2020,,,IEEE,IEEE Conferences,6,7
The AProS Project: Strategic Thinking & Computational Logic,W. Sieg,,Logic Journal of the IGPL,18 Jan 2018,2007,15.0,4.0,359,368,"The paper discusses tools for teaching logic used in Logic & Proofs, a web-based introduction to modern logic that has been taken by more than 1,300 students since the fall of 2003. The tools include a wide array of interactive learning environments or cognitive mini-tutors; most important among them is the Carnegie Proof Lab. The Proof Lab is a sophisticated interface for constructing natural deduction proofs and is central, as strategically guided discovery of proofs is the distinctive focus of the course. My discussion makes explicit the broader intellectual context, but also the pursuit of pedagogical goals and their experimental examination. The intellectual context includes i) the theoretical background for the proof search algorithm AProS and its use for a dynamic Proof Tutor, and ii) the programmatic expansion of the course to Computational Logic. (I recommend that the reader enter the virtual classroom of Logic & Proofs: the interactive components just cannot be properly reflected in a narrative. It is also very easy to download AProS and observe its ways of searching for proofs.) 1",1368-9894,,10.1093/jigpal/jzm026,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8131700,introduction to logic;strategic thinking;automated proof search;dynamic proof tutor;Carnegie Proof Lab;Open Learning Initiative (OLI);intercalation calculus;natural deduction proof,,,,,,,18 Jan 2018,,,OUP,OUP Journals,4,7
Fostering computational thinking skills with a tangible blocks programming environment,T. Turchi; A. Malizia,"Human Centred Design Institute, Brunel University London, United Kingdom; Human Centred Design Institute, Brunel University London, United Kingdom",2016 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),10 Nov 2016,2016,,,232,233,"Computational Thinking has recently returned into the limelight as an essential skill to have for both the general public and disciplines outside Computer Science. It encapsulates those thinking skills integral to solving complex problems using a computer, thus widely applicable in our technological society. Several public initiatives such as the Hour of Code successfully introduced it to millions of people of different ages and backgrounds, mostly using Blocks Programming Environments like Scratch that lower the barriers of programming and facilitate learning. In this paper we present our arguments for fostering Computational Thinking skills using a Blocks Programming Environment augmented with a Tangible User Interface, namely by exploiting objects whose interactions with the physical environment are mapped to digital actions performed on the system. Our demonstration includes a working prototype implementing our Tangible Blocks Programming Environment called TAPAS.",1943-6106,978-1-5090-0252-8,10.1109/VLHCC.2016.7739692,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7739692,Computational Thinking;Tangible User Interface;End-User Programming,Programming environments;Visualization;Programming profession;Encoding;Concrete,,13.0,,13.0,IEEE,10 Nov 2016,,,IEEE,IEEE Conferences,6,7
Assessment of Computational Thinking in regular basic education: case I.E.T.P. “José Obrero”,R. P. Curasma; N. J. Jara; H. P. Curasma; V. C. Ornetta,"Facultad de Ingeniería, Universidad Nacional Mayor de, San Marcos, Lima, Perú; Facultad de Ingeniería, Universidad Nacional Mayor, de San Marcos, Lima, Perú; Facultad de Ingeniería, Universidad Nacional Mayor de, San Marcos, Lima, Perú; Facultad de Ingeniería, Universidad Nacional Mayor de, San Marcos, Lima, Perú","2019 IEEE XXVI International Conference on Electronics, Electrical Engineering and Computing (INTERCON)",3 Oct 2019,2019,,,1,4,"In regular basic education environments, one of the challenges of Computer and Computing courses or similar is to motivate students, who perceive programming as a difficult task. Arduino board is recognized as a tool to improve programming skills and to facilitate teamwork. In this paper, Computational Thinking is evaluated through concepts, practices and computational perspectives of the activities carried out with the Arduino board by the 5th-grade students of secondary education of the “José Obrero” Parochial Technical Educational Institution in the district of San Mateo from the province of Huarochirí of Lima region.",,978-1-7281-3646-2,10.1109/INTERCON.2019.8853613,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8853613,Computational thinking;computational dimensions;Arduino;programming;coding;regular basic education,Education;Programming profession;Tools;Encoding;Computational modeling,,,,22.0,IEEE,3 Oct 2019,,,IEEE,IEEE Conferences,6,7
Educational Robotics and Computational Thinking Development in Preschool,A. Gerosa; V. Koleszar; L. Gómez-Sena; G. Tejera; A. Carboni,"Centro Interdisciplinario en Cognición para la Enseñanza y el Aprendizaje, Universidad de la República, Montevideo, Uruguay; Centro Interdisciplinario en Cognición para la Enseñanza y el Aprendizaje, Universidad de la República, Montevideo, Uruguay; Centro Interdisciplinario en Cognición para la Enseñanza y el Aprendizaje, Universidad de la República, Montevideo, Uruguay; Centro Interdisciplinario en Cognición para la Enseñanza y el Aprendizaje, Universidad de la República, Montevideo, Uruguay; Centro Interdisciplinario en Cognición para la Enseñanza y el Aprendizaje, Universidad de la República, Montevideo, Uruguay",2019 XIV Latin American Conference on Learning Technologies (LACLO),13 Feb 2020,2019,,,226,230,"Programming robots playing with the environment is an ongoing research project aimed at developing a robot and intervention program capable of enhancing young children's cognitive abilities and computational thinking skills. Using a robot sensitive to color and distance, children are able to use everyday objects in order to interact with it and program its movements. An eleven session intervention program using this robot was designed with the objective of creating playful learning instances were children would practice abilities associated with what is generally thought of as computational thinking. We'll assess children's computational thinking, fluid intelligence, working memory, planning, sequencing, number recognition and magnitude comparison, vocabulary, mental rotation, inhibitory control and cognitive flexibility to test for cognitive effects of the intervention. An active control in which children interact with the robot by remotely controlling it was used.",,978-1-7281-4286-9,10.1109/LACLO49268.2019.00046,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8995066,computational thinking;educational robotics;early childhood,Robots;Robot sensing systems;Color;Computational modeling;Robot kinematics;Motors;Silicon,,5.0,,,IEEE,13 Feb 2020,,,IEEE,IEEE Conferences,6,7
Fractal Geometry: Enhancing Computational Thinking with MIT Scratch,R. Vinayakumar; K. Soman; P. Menon,"Center for Computational Engineering and Networking (CEN), Amrita Vishwa Vidyapeetham, Coimbatore, India; Center for Computational Engineering and Networking (CEN), Amrita Vishwa Vidyapeetham, Coimbatore, India; Lakhshya Cyber Security Labs Pvt Ltd, Coimbatore","2018 9th International Conference on Computing, Communication and Networking Technologies (ICCCNT)",18 Oct 2018,2018,,,1,6,"Recent developments in pedagogy have focused upon computational thinking. Computational thinking provides a way to solve the problem and it is a key practice of science education. The importance of computational thinking is rarely found in K-12 education. Computational thinking is a an important skill everyone needs and it is correlated with many other concepts. These factors have made the development of new tools and syllabus. In this paper, we aim to show the experiments of fractal geometry using MIT Scratch. These computational exercises facilitate to learn many of computational thinking skills that are very important for the people in the near future. Based on our experience with students, we claim that the concept of fractal and its implementation in MIT Scratch is the best practices to improve computational thinking in K-12 school level students.",,978-1-5386-4430-0,10.1109/ICCCNT.2018.8494172,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8494172,Computational thinking;fractal geometry;Scratch;K-12 education;block based programming;21st century learning skills,Fractals;Programming profession;Education;Visualization;Games,,1.0,,19.0,IEEE,18 Oct 2018,,,IEEE,IEEE Conferences,8,7
