document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
Promoting Computational Thinking Skills Through Game-Based Learning of Students in Lower Secondary School,S. Saenboonsong; A. Poonsawad,"Faculty of Education, Phranakhon Si Ayutthaya Rajabhat University, Phranakhon Si Ayutthaya, Thailand; Faculty of Science and Technology, Phranakhon Si Ayutthaya Rajabhat University, Phranakhon Si Ayutthaya, Thailand",2024 9th International STEM Education Conference (iSTEM-Ed),6 Sep 2024,2024,,,1,4,"This study's objectives were to: 1) compare computational thinking skills before and after game-based learning activities; and 2) study students' satisfaction after game-based learning. The research methodology uses the ADDIE model by driving game-based learning activities and promoting students with computational thinking skills, including decomposition, pattern recognition, abstraction, and algorithm design. The statistical methods used to analyze the data were mean, standard deviation, and t-test. The study's findings revealed that 1) the students' computational thinking skills improved significantly after engaging in game-based learning activities, demonstrating statistical significance at the.05 level, and 2) the overall students' satisfaction after activities with game-based learning was averaged at the highest level (= 4.75, S.D. = 0.52).",,979-8-3503-6597-9,10.1109/iSTEM-Ed62750.2024.10663178,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10663178,computational thinking skills;game-based learning;learning activity,Statistical analysis;Computational modeling;Education;Pattern recognition;Standards,,,,20.0,IEEE,6 Sep 2024,,,IEEE,IEEE Conferences,8,6
Construction and Application of a Computational Thinking Assessment Framework from the Perspective of the Iceberg Model,X. Zhou; W. Zhang; S. Wang; H. Chen,"Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; Faculty of Artificial Intelligence in Education, Central China Normal University, Wuhan, China; School of Information Technology Application Innovation, Wuhan polytechnic, Wuhan, China",2023 5th International Workshop on Artificial Intelligence and Education (WAIE),18 Apr 2024,2023,,,96,100,"Computational thinking assessment is an important part of testing the effectiveness of computational thinking cultivation. However, the existing computational thinking assessments still suffer from the problem of insufficient examination of non-cognitive factors, leading to the lack of validity of its assessment results. Since the iceberg model can comprehensively and deeply explore individual characteristics, this paper draws on the division idea of the model and divides computational thinking into explicit computational thinking the basic knowledge required to solve problems using computational thinking and implicit computational thinking the internal psychological characteristics of individuals in the process of using computational thinking. A comprehensive assessment framework of computational thinking is constructed, which contains five dimensions: knowledge and skills, self-efficacy, internet attitude, learning motivation, and thinking style. Finally, its application in the hierarchical teaching of computational thinking and suggestions for personalized teaching programs are given in order to promote the development of personalized education in computational thinking.",,979-8-3503-0706-1,10.1109/WAIE60568.2023.00025,National Natural Science Foundation of China(grant numbers:61977031); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10496944,computational thinking;computational thinking assessment;iceberg model;assessment framework;computational thinking education,Computational modeling;Conferences;Education;Psychology;Icebergs;Artificial intelligence;Testing,,,,15.0,IEEE,18 Apr 2024,,,IEEE,IEEE Conferences,8,9
Helping Novice Programmers to Bootstrap in the Cloud: Incorporating Support for Computational Thinking into the Game Design Process,N. Ahmadi; M. Jazayeri; M. Landoni,"Faculty of Informatics, University of Lugano, Lugano, Switzerland; Faculty of Informatics, University of Lugano, Lugano, Switzerland; Faculty of Informatics, University of Lugano, Lugano, Switzerland",2012 IEEE 12th International Conference on Advanced Learning Technologies,16 Aug 2012,2012,,,349,353,"Game design environments are traditionally used as means for engaging non-programmers in the learning process. However, these environments lack specific support for teaching computational thinking to novices. Typically, such skills are acquired in ad hoc practical sessions with supervision provided by teachers or peers. The usual scenario is where a teacher guides the students in solving these problems during a game design session. In informal learning settings, step-by-step tutorials for creating existing games are used to compensate for the lack of computer support for solving design and computational problems. In this paper we suggest a game design process that combines support for computational thinking with tool usage, by identifying the most common computational thinking problems and providing a generic solution to them. We have evaluated our solution in the context of AgentWeb, an online cloud-based game design environment for novices. We discuss how to incorporate suggested computational thinking solutions as computer assistant into the game design user interface.",2161-377X,978-1-4673-1642-2,10.1109/ICALT.2012.24,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6268116,end-user programming;computational thinking;design thinking;game design environments;informal learning;cognitive walkthrough;cloud-based environments,Games;Programming;Educational institutions;Computers;Context;Tutorials,,5.0,,15.0,IEEE,16 Aug 2012,,,IEEE,IEEE Conferences,8,7
Influence of Programming Robot Learning Mode Based on Conceptual Mapping on College Students' Computational Thinking,B. -H. Chen; L. -H. Chen; C. -C. Chen; C. -H. Chen,"Department of Information Management, Chaoyang University of Technology, Taiwan; Department of Information Management, Chaoyang University of Technology, Taiwan; Department of Automatic, Control Engineering Feng Chia University, Taiwan; Master Program of Professional Teacher, National Taichung University of Education, Taiwan","2021 IEEE 3rd Eurasia Conference on IOT, Communication and Engineering (ECICE)",23 Dec 2021,2021,,,617,620,"As the information age has progressed, computational thinking ability to solve problems has become an indispensable way of life in life. Many scholars believe that the process of solving problems will be more logical if they have computational thinking ability. At the same time, scholars believe that a good learning method improves learners' intrinsic motivation. Therefore, in this research, we try to use conceptual mapping so that students can construct knowledge when composing their own images, as the focus of this learning model and computational thinking is the thinking process and the two coincide. This research intends to introduce the traditional programming robot course into conceptual mapping and measure whether there are differences in computational thinking tendencies, problem-solving tendencies, and intrinsic motivations between students who use conceptual mapping and those who do not use it. The students in the experimental group with conceptual mapping activities developed computational thinking skills during the program robotics course. The students in the control group first watched the computational thinking explanation video to explain the computational thinking skills to the students, and then taught in the traditional programming robotics course.",,978-1-6654-4516-0,10.1109/ECICE52819.2021.9645630,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9645630,Concept mapping;computational thinking;programmed robot 10 pts;intrinsic motivation,Learning systems;Conferences;Computational modeling;Programming;Information age;Robot learning;Problem-solving,,,,25.0,IEEE,23 Dec 2021,,,IEEE,IEEE Conferences,8,7
A practical research on the training of middle school students' computational thinking based on problem solving in systematic information process view,M. Zhao; W. Hu,"College of Education Science, Bohai University, Jinzhou, China; College of Education Science, Bohai University, Jinzhou, China","2022 3rd International Conference on Education, Knowledge and Information Management (ICEKIM)",1 Feb 2023,2022,,,1037,1040,"Computational thinking is the process sequence of solving problems and behaves a method of systematic solving problems. Computational thinking is essentially a view of systematic information processing process. In essence, developing the computational thinking of middle school students is to improve their problem-solving ability and the corresponding practical accomplishment. The instructional activity design based on six links of problem solving can well meet the need of cultivating students’ computational thinking. The instructional mode of systematic problem solving in middle school can improve students’ learning effects and satisfaction, and promote students’ computational thinking ability significantly. The method of systematic information processing process can be trained.",,978-1-6654-1666-5,10.1109/ICEKIM55072.2022.00225,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10027412,component;Computation;Computational thinking;Middle school information technology class,Training;Analytical models;Systematics;Computational modeling;Information processing;Information management;Problem-solving,,,,16.0,IEEE,1 Feb 2023,,,IEEE,IEEE Conferences,8,7
Integrating Computational Thinking Into the Curricula to Bridge the Skill Gap in Engineering Education,N. Dehbozorgi; M. Nezafati; M. Roopaei,"Dept. of Software Engineering, Kennesaw State University, Marietta, GA, USA; Dept. of Biomedical Engineering, Georgia Institute of Technology, Atlanta, GA, USA; Dept. of Electrical and Computer Engineering), University of Wisconsin-Platteville, Platteville, WI, USA",2024 IEEE Frontiers in Education Conference (FIE),26 Feb 2025,2024,,,1,4,"This work-in-progress research-to-practice paper presents an intervention on integrating computational thinking modules into a software engineering course. The national consensus on the significance of computational thinking has prompted the expansion of related educational initiatives over the past decade. Since the definition of computational thinking by Wing in 2006, this concept has gained significant attention within the educational community. Particularly this surge of interest has led to extensive research into its conceptual foundations and subsequent integration into educational curricula since 2013. National initiatives have since emerged to incorporate computational thinking into the educational system. Furthermore, as artificial intelligence and computing systems become increasingly integrated into daily life, there is a growing demand from industries for a workforce and graduates adept at critical thinking and problem-solving. Aligned with this national movement, our study presents a two-year institutional initiative, aimed at integrating computational thinking into the software engineering program. The software engineering discipline extensively involves design thinking and problem-solving skills. However, we noticed that these higher-level skills are not imparted early in the program to teach students this method of thinking and approaching problems. To bridge this skill gap, we developed a set of computational thinking modules and integrated them into a gateway course in the software engineering program. Over two years, we implemented this intervention in an introductory-level course and evaluated its impact on students' computational thinking skills by analyzing their responses to a standard Computational Thinking Assessment survey. The results showed significant improvement in most components. These early findings underscore the effectiveness of integrating these computational thinking modules into the gateway courses, regardless of the specific course topic. A notable feature of these modules is their adaptability to diverse engineering courses, suggesting broader applicability across disciplines. Moving forward, our research aims to expand the integration of the computational thinking modules into various courses in other institutes across the nation and analyze their impact on student performance.",2377-634X,979-8-3503-5150-7,10.1109/FIE61694.2024.10892914,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10892914,Computational Thinking;Software Engineering;Engineering Education,Bridges;Surveys;Industries;Logic gates;Problem-solving;Surges;Engineering education;Artificial intelligence;Standards;Software engineering,,,,16.0,IEEE,26 Feb 2025,,,IEEE,IEEE Conferences,8,8
Design and implementation of a graphical programming class for computational thinking in elementary schools,T. Xue; S. He; W. Guo,"School of Educational Technology, Northwest Normal University, Lanzhou, China; School of Educational Technology, Northwest Normal University, Lanzhou, China; School of Educational Technology, Northwest Normal University, Lanzhou, China",2024 International Symposium on Educational Technology (ISET),26 Sep 2024,2024,,,376,380,"As the process of artificial intelligence progresses, it is recognized that computational thinking is one of the basic skills for understanding and solving problems and one of the core literacies of the IT discipline. There are various ways to develop students’ computational thinking, and at the primary and secondary school levels, graphical programming classes are an important way to do so. This study establishes a framework for an instructional program aimed at developing students’ computational thinking skills based on elementary school graphic programming classes. Combining curriculum standards, graphic programming standards for youth programming skills, and International Computational Thinking Challenge standards, relevant teaching cases are designed to foster students’ computational thinking and promote the development of computational concepts, computational practices, and computational concepts.",2766-2144,979-8-3503-6141-4,10.1109/ISET61814.2024.00081,National Natural Science Foundation of China; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10685695,Computational Thinking;Graphical Programming;Teaching,Graphics;Educational technology;Artificial intelligence;Programming profession;Standards,,,,11.0,IEEE,26 Sep 2024,,,IEEE,IEEE Conferences,8,6
Fractal Geometry: Enhancing Computational Thinking with MIT Scratch,R. Vinayakumar; K. Soman; P. Menon,"Center for Computational Engineering and Networking (CEN), Amrita Vishwa Vidyapeetham, Coimbatore, India; Center for Computational Engineering and Networking (CEN), Amrita Vishwa Vidyapeetham, Coimbatore, India; Lakhshya Cyber Security Labs Pvt Ltd, Coimbatore","2018 9th International Conference on Computing, Communication and Networking Technologies (ICCCNT)",18 Oct 2018,2018,,,1,6,"Recent developments in pedagogy have focused upon computational thinking. Computational thinking provides a way to solve the problem and it is a key practice of science education. The importance of computational thinking is rarely found in K-12 education. Computational thinking is a an important skill everyone needs and it is correlated with many other concepts. These factors have made the development of new tools and syllabus. In this paper, we aim to show the experiments of fractal geometry using MIT Scratch. These computational exercises facilitate to learn many of computational thinking skills that are very important for the people in the near future. Based on our experience with students, we claim that the concept of fractal and its implementation in MIT Scratch is the best practices to improve computational thinking in K-12 school level students.",,978-1-5386-4430-0,10.1109/ICCCNT.2018.8494172,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8494172,Computational thinking;fractal geometry;Scratch;K-12 education;block based programming;21st century learning skills,Fractals;Programming profession;Education;Visualization;Games,,1.0,,19.0,IEEE,18 Oct 2018,,,IEEE,IEEE Conferences,8,7
Approaches for teaching computational thinking strategies in an educational game: A position paper,A. Bauer; E. Butler; Z. Popović,"Center for Game Science, University of Washington, Seattle, WA; Center for Game Science, University of Washington, Seattle, WA; Center for Game Science, University of Washington, Seattle, WA",2015 IEEE Blocks and Beyond Workshop (Blocks and Beyond),4 Jan 2016,2015,,,121,123,"Computer science is expanding into K12 education and numerous educational games and systems have been created to teach programming skills, including many block-based programming environments. Teaching computational thinking has received particular attention, and more research is needed on using educational games to directly teach computational thinking skills. We propose to investigate this using Dragon Architect, an educational block-based programming game we are developing. Specifically, we wish to study ways of directly teaching computational thinking strategies such as divide and conquer in an educational game, as well as ways to evaluate our approaches.",,978-1-4673-8367-7,10.1109/BLOCKS.2015.7369019,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7369019,block-based programming;game-based learning;computational thinking;CS education,Games;Programming profession;Programming environments;Computer science education;Problem-solving,,7.0,,15.0,IEEE,4 Jan 2016,,,IEEE,IEEE Conferences,8,7
An Investigation of Undergraduates’ Computational Thinking in a Sophomore-Level Biomedical Engineering Course,H. Shoaib; M. Cardella; A. Madamanchi; D. Umulis,"Department of Engineering Education, Purdue University, West Lafayette, USA; Department of Engineering Education, Purdue University, West Lafayette, USA; Department of Agricultural & Biological Engineering, Purdue University, West Lafayette, USA; Department of Agricultural & Biological Engineering, Purdue University, West Lafayette, USA",2019 IEEE Frontiers in Education Conference (FIE),12 Mar 2020,2019,,,1,4,"This research study presents our work focused on studying the development of introductory computational thinking in undergraduate biomedical engineering students. In response to the growing computational intensity of the healthcare industry, biomedical engineering (BME) undergraduate education is starting to emphasize computation and computational thinking. Computational thinking is a way of thinking that uses concepts and methodologies of computing to solve problems in interdisciplinary and multidisciplinary subjects. In broader terms, computational thinking is not only associated with using computational tools but also with the thought process of solving a problem by data representation, problem decomposition, and algorithm design. Despite being so important, there is little research work or information available on the development of computational thinking in BME undergraduate students. Our research focuses on how BME undergraduate students develop computational thinking skills while performing group activities related to problem-solving. In order to conduct this study, we incorporate a teaching methodology that prompts computational thinking in a thermodynamics course being taught at a public mid-western university to approximately 120 sophomore students. We observe classroom activities involving analytical problem solving followed by pseudo code generation for computational coding. In order to investigate computational thinking, we collect classroom observations of small groups of students as they come up with a solution to an analytical problem with each other. We complement the observation notes of the classroom activities with follow up semi structured interviews with individual students from five groups. Thematic analysis of the student interviews is used in order to analyze student responses towards the incorporation of computation intensive teaching methodology. This Work in Progress helps us expand our understanding of computational thinking development and the challenges involved in performing computational thinking activity in BME undergraduate students.",2377-634X,978-1-7281-1746-1,10.1109/FIE43999.2019.9028503,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9028503,thermodynamics;computational thinking,Mathematical model;Thermodynamics;Interviews;Problem-solving;Computational modeling;Analytical models;Testing,,2.0,,11.0,IEEE,12 Mar 2020,,,IEEE,IEEE Conferences,8,8
