document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
Real Time Assessment of Computational Thinking,K. H. Koh; A. Basawapatna; H. Nickerson; A. Repenning,"Department of Computer Science, University of Colorado Boulder; AgentSheets Inc., Boulder, USA; Department of Computer Science, University of Colorado Boulder; AgentSheets Inc., Boulder, USA",2014 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),28 Aug 2014,2014,,,49,52,"This paper suggests a Cyberlearning tool based on a highly innovative assessment methodology that helps teachers with computer science education. Currently, there is a strong push to integrate aspects of programming and coding into the classroom environment. However, few if any tools exist that enable real-time formative assessment of in-class programming tasks. The proposed REACT (Real Time Evaluation and Assessment of Computational Thinking) system is a first step toward allowing teachers to see which high-level concepts students have mastered and which ones they are struggling with as students code in real time. REACT supports and facilitates the teaching of 21st century computing skills such as computational thinking [1] in the classroom environment.",1943-6106,978-1-4799-4035-6,10.1109/VLHCC.2014.6883021,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6883021,Computational Thinking;Online Assessment;Real Time Assessment;Computational Thinking Pattern;Computational Thinking Pattern Analysis,Real-time systems;Games;Programming profession;Pattern analysis;Educational institutions;Computer science education,,29.0,,16.0,IEEE,28 Aug 2014,,,IEEE,IEEE Conferences,10,10
Fostering Critical and Computational Thinking in the Field of Primary and Secondary Education in non-STEM Subjects by Using Data Sets and Applications,I. Vlahović; I. O. Biškupić,"ALGEBRA University College, Zagreb, Croatia; ALGEBRA University College, Zagreb, Croatia",2023 46th MIPRO ICT and Electronics Convention (MIPRO),29 Jun 2023,2023,,,672,677,"Critical and computational thinking in primary and secondary education in recent years shows growing importance in methodical approaches used in the classroom. Although many examples exist for using critical and computational thinking in STEM educational area, the social sciences i.e., non-STEM areas were somehow left out due to the relatively more difficult design of such content, especially in the part of the development of computational thinking. In that context, in this paper we present one way of using critical and computational thinking in non-STEM education, more specifically on the example of historical data sources, through the use of programming in Python. As an example, we use historical data for Trans-Atlantic Slave Trade routes, that were the largest long-distance coerced movement of people in history up to the mid-nineteenth century, for connecting concepts of databases, Data Science and programming for development of critical and computational thinking in context of history science. This way of using modern approaches in classroom should give teachers and pupils a broader picture of importance of interdisciplinary education for critical and computational thinking development through STEM and non-STEM classes that give pupils novel skills needed for future labor market.",2623-8764,978-953-233-104-2,10.23919/MIPRO57284.2023.10159750,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10159750,Critical Thinking;Computational Thinking;STEM;non-STEM;Data Science;programming;Python;history;Trans-Atlantic Slave Trade routes,Correlation;Soft sensors;Education;Social sciences;Data science;History;Pupils,,,,12.0,,29 Jun 2023,,,IEEE,IEEE Conferences,10,10
Beyond Minecraft: Facilitating Computational Thinking through Modeling and Programming in 3D,A. Repenning; D. C. Webb; C. Brand; F. Gluck; R. Grover; S. Miller; H. Nickerson; M. Song,University of Colorado Boulder; University of Colorado Boulder; University of Colorado Boulder; University of Colorado Boulder; University of Colorado Boulder; University of Colorado Boulder; University of Colorado Boulder; University of Colorado Boulder,IEEE Computer Graphics and Applications,12 May 2014,2014,34.0,3.0,68,71,"Visual programming in 3D sounds much more appealing than programming in 2D, but what are its benefits? Here, University of Colorado Boulder educators discuss the differences between 2D and 3D regarding three concepts connecting computer graphics to computer science education: ownership, spatial thinking, and syntonicity.",1558-1756,,10.1109/MCG.2014.46,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6813968,Three-dimensional displays;Programming profession;Games;Solid modeling;Computational modeling;Educational institutions;conversational programming;Three-dimensional displays;Programming profession;Games;Solid modeling;Computational modeling;Educational institutions;graphics;3D programming;AgentSheets;AgentCubes;computational thinking;computer science education;computer graphics;3D design;computer programming;spatial thinking;syntonicity,Three-dimensional displays;Programming profession;Games;Solid modeling;Computational modeling;Educational institutions,,29.0,,4.0,IEEE,12 May 2014,,,IEEE,IEEE Magazines,4,10
Using Computational Thinking Patterns to Scaffold Program Design in Introductory Programming Course,C. -K. Chang,"Department of Information and Learning Technology, National University of Tainan, Tainan, R.O.C",2016 5th IIAI International Congress on Advanced Applied Informatics (IIAI-AAI),1 Sep 2016,2016,,,397,400,"Visual programming languages (VPLs), such as Scratch and StarLogo TNG, can make computer science education more accessible to everyone. Current researches in the study of using VPLs for educational purposes primarily focus on understanding motivational benefits and computational thinking gains. All these educational VPLs claim to scaffold students learning computational thinking concepts. Although the evaluations show that students may exhibit more enthusiasm, it is not clear what computational thinking concepts are actually learned by students. In this paper, we attempt to develop a visual programs recognition tool for student-created StarLogo TNG simulations which representing the computational thinking concepts implemented by the students. Through collecting student's created projects over time, this visual programs recognition tool can possibly indicate the patterns of computational thinking in science simulations created by StarLogo TNG.",,978-1-4673-8985-3,10.1109/IIAI-AAI.2016.27,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7557641,Visual programming languages;computer science education;computational thinking;StarLogo TNG,Computational modeling;Programming profession;Visualization;Ice;Computers;Syntactics,,4.0,,15.0,IEEE,1 Sep 2016,,,IEEE,IEEE Conferences,10,10
Developing community-based engagement in smart cities: A design-computational thinking approach,C. -S. Lee; K. D. Wong,"Department of Computing and Information Systems, Sunway University, Malaysia; Daniel Wireless Software Pte. Ltd., Singapore",2017 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM),12 Feb 2018,2017,,,832,836,"Smart Cities development has progressed rapidly with Internet of Things (IoT), ambient intelligence and increasingly, crowdsourcing. Engaging the community thus plays a key role in developing meaningful communal growth along with other stakeholders. This paper briefly presents a pilot study on developing computational perspectives for community-based engagement and innovations in Smart Cities for the young and thereafter, to explore possibilities of engaging seniors in self and community development, and the young and old in community-based engagement and possibly in the future, the development of viable values-based innovations in information systems.",2157-362X,978-1-5386-0948-4,10.1109/IEEM.2017.8290008,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8290008,community engagement;service innovation and management;design thinking;computational thinking;Smart Cities,Technological innovation;Dementia;Games;Smart cities;Media;Information systems;STEM,,11.0,,25.0,IEEE,12 Feb 2018,,,IEEE,IEEE Conferences,4,10
Towards Incorporating Computational Thinking Skills Across the Curriculum,D. DeMarco; L. Frye; D. Schwesinger,"Computer Science and Information Technology Department, Kutztown University, Kutztown, USA; Computer Science and Information Technology Department, Kutztown University, Kutztown, USA; Computer Science and Information Technology Department, Kutztown University, Kutztown, USA",2024 IEEE Frontiers in Education Conference (FIE),26 Feb 2025,2024,,,1,6,"This research-to-practice full paper describes K-12 Diversity and Broadening Participation through the integration of Computational Thinking (CT) across the curriculum. CT is implicit within the current high school curriculum and used by teachers and students every day in their classrooms across multiple content areas. Most students are unaware they are using these skills and that these skills are the foundation of learning computer science. Over a series of workshops, high school teachers and students, and university faculty discussed the need to incorporate CT skills throughout the high school curriculum to improve those skills in students and to impart a better understanding of computer science. The result was a guide created to assist high school teachers to make CT concepts explicit in their classes. A main component of the guide includes specific examples of how to incorporate CT skills in various content areas. The guide was created on a foundation of cultural relevance and cogenerative dialogues. Here we describe salient points about the creation of the guide and insights gained during these workshops.",2377-634X,979-8-3503-5150-7,10.1109/FIE61694.2024.10893039,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10893039,computational thinking;diversity;inclusivity;underrepresentation;k-12;preconceptions,Computer science;Conferences;Education;Cultural differences,,,,8.0,IEEE,26 Feb 2025,,,IEEE,IEEE Conferences,5,10
Professional Development in Computational Thinking for teachers in Colombia,A. Espinal; C. Vieira; A. J. Magana,"Department of Education, Universidad del Norte, Barranquilla, Colombia; Department of Education, Universidad del Norte, Barranquilla, Colombia; Computer and Information Technology, Purdue University, West Lafayette, United States",2021 IEEE Frontiers in Education Conference (FIE),20 Dec 2021,2021,,,1,4,"This Research to practice work in progress paper explores teachers' experiences about a professional development program focused on discipline-based computational thinking (CT). The goal of the program is to integrate computational practices into disciplinary learning environments at the K-12 level in Colombia. To promote this integration and to explore teachers' conceptions and possible scenarios to integrate CT in this context, the research team designed, implemented, and assessed a 20-hour professional development program with 21 teachers from public middle and high schools in Antioquia, Colombia. The program introduced the concepts and practices of CT and discussed why these are relevant for students to learn. A use-modify-create instructional sequence was used as the pedagogical approach to scaffold participants' learning process. At the end of the workshop, the teachers completed a survey regarding their experience in the program. Preliminary results indicate that the participating teachers increased their knowledge and interest to integrate computational thinking practices into their disciplinary learning environments.",2377-634X,978-1-6654-3851-3,10.1109/FIE49875.2021.9637310,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9637310,computational thinking;k-12;Professional Development;teachers,Conferences,,1.0,,12.0,IEEE,20 Dec 2021,,,IEEE,IEEE Conferences,5,10
Comparing computational thinking development assessment scores with software complexity metrics,J. Moreno-León; G. Robles; M. Román-González,"Programamos.es Sevilla, Spain; Universidad Rey Juan Carlos Madrid, Spain; Universidad Nacional de Educación a Distancia Madrid, Spain",2016 IEEE Global Engineering Education Conference (EDUCON),23 May 2016,2016,,,1040,1045,"The development of computational thinking skills through computer programming is a major topic in education, as governments around the world are introducing these skills in the school curriculum. In consequence, educators and students are facing this discipline for the first time. Although there are many technologies that assist teachers and learners in the learning of this competence, there is a lack of tools that support them in the assessment tasks. This paper compares the computational thinking score provided by Dr. Scratch, a free/libre/open source software assessment tool for Scratch, with McCabe's Cyclomatic Complexity and Halstead's metrics, two classic software engineering metrics that are globally recognized as a valid measurement for the complexity of a software system. The findings, which prove positive, significant, moderate to strong correlations between them, could be therefore considered as a validation of the complexity assessment process of Dr. Scratch.",2165-9567,978-1-4673-8633-3,10.1109/EDUCON.2016.7474681,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7474681,computational thinking;Scratch;programming;assessment tools;Dr. Scratch;software metrics;complexity,Measurement;Complexity theory;Correlation;Vocabulary;Programming profession;Fitting,,47.0,1.0,25.0,IEEE,23 May 2016,,,IEEE,IEEE Conferences,6,10
Exploring the Role of Visual Programming Activities in Computational Thinking,C. -C. Lin; P. -Y. Chao; E. -T. Lin; H. -L. Tzeng,"Institute of Science Education and Environmental, Education National Kaohsiung Normal University, Kaohsiung, Taiwan; Institute of Science Education and Environmental, Education National Kaohsiung Normal University, Kaohsiung, Taiwan; Institute of Science Education and Environmental, Education National Kaohsiung Normal University, Kaohsiung, Taiwan; Department of Information Communication, Yuan Ze University, Jhongli, Taiwan",2018 1st International Cognitive Cities Conference (IC3),9 Dec 2018,2018,,,135,138,"This study explored the role of visual programming activities in computational thinking. A group of 158 freshmen majoring in information science and communication in Northern Taiwan were engaged in this study. A visual programming platform, computational thinking questionnaire and a programming examination were employed to collect the log data of programming activities, self-responses to computational thinking and the score of programming examination for later analyses. The results reveal that visual programming activities would be critical to the evolution of multiple computational thinking perspectives.",,978-1-5386-5059-2,10.1109/IC3.2018.00-43,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8567183,computational thinking;visual programming;programming learning;problem solving,Programming;Visualization;Problem-solving;Urban areas;Data collection;Conferences;Computer aided instruction,,3.0,,10.0,IEEE,9 Dec 2018,,,IEEE,IEEE Conferences,6,10
Scratching Out Problems: Exploring the Use of Computational Thinking for Social Work in Rural India,P. Anitha; S. K. Babu; U. R.; R. R. Bhavani,"Amrita Vishwa Vidyapeetham, AMMA CHI Labs, Amritapuri, India; Amrita Vishwa Vidyapeetham, AMMA CHI Labs, Amritapuri, India; Amrita Vishwa Vidyapeetham, Coimbatore, Tamil Nadu, IN; Amrita Vishwa Vidyapeetham, AMMA CHI Labs, Amritapuri, India",2018 IEEE Tenth International Conference on Technology for Education (T4E),27 Dec 2018,2018,,,16,19,"Technologies for development have great potential in accelerating the socio-economic progress of disadvantaged communities. But these technologies are usually developed by people removed from the daily realities of fieldwork. This paper explores the need and the possibilities of educating rural populations and social workers on the use of technology to create their own digital artifacts. We discuss two workshops, one for villagers in the state of Telangana and the second one for graduate students of a university social work department exploring the use of MIT's Scratch software as a tool for assisting in social interventions. We also discuss the results of an acceptability study among the social work students to gauge the potential for such a tool to be used in the field.",,978-1-7281-1143-8,10.1109/T4E.2018.00011,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8590099,CHI for Development;Computational Thinking;Constructionism;Inclusive Education;Digital Fluency,Tools;Conferences;Education;Games;Sociology;Statistics;Software,,2.0,,20.0,IEEE,27 Dec 2018,,,IEEE,IEEE Conferences,4,10
