document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
Improving Computational Thinking Competencies in STEM Higher Education,N. Dehbozorgi; M. Roopaei,NA; NA,2024 IEEE Integrated STEM Education Conference (ISEC),17 Sep 2024,2024,,,1,4,"Computational thinking (CT) is a key competency with a significant impact on students' academic performance in STEM fields. It empowers students to enhance problem-solving skills by decomposing problems, utilizing abstraction and pattern recognition, and employing algorithmic thinking to design solutions and build models. This is particularly important in STEM disciplines where logical reasoning is essential for addressing complex real-world challenges in academic and industrial settings. Given the increasing demand for professionals equipped with strong algorithmic thinking and problem-solving abilities in Industry 5, educational institutions are focusing on enhancing students' CT and problem-solving skills. This study presents an initiative conducted over the past two years at our institute to teach CT in a gateway course to students with different backgrounds in STEM fields. The approach involved designing specific learning modules on Abstraction, Decomposition, Pattern Recognition, and Algorithmic Thinking and integrating them into the LMS. After studying these learning modules, the students were exposed to specific assignments that required the application of related CT skills. Pre and post surveys were employed by using standard CT tests to measure the impact of the intervention on students' CT levels. The results indicated an improvement in students' perceptions of their mastery of CT. Academic course grades also showed an improvement, with increased A scores and reduced F grades post-intervention. This two-year study on improving CT skills has yielded promising results. Moving forward, the research aims to enhance the existing modules further and distribute them to a broader range of introductory-level STEM courses in other universities. This future direction aligns with the goal of expanding the impact of CT education and integrating it more widely into STEM curricula.",2473-7623,979-8-3503-5280-1,10.1109/ISEC61299.2024.10664997,Kennesaw State University; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10664997,Computational Thinking;Higher Education;Integrated STEM Education;Student Performance,Surveys;Industries;Computational modeling;Focusing;Logic gates;Cognition;Pattern recognition,,1.0,,12.0,IEEE,17 Sep 2024,,,IEEE,IEEE Conferences,5,8
A Guide Towards a Definition of Computational Thinking in K-12,R. Ismail; T. A. Steinbach; C. S. Miller,"College of Computing and Digital Media (CDM), DePaul University, Chicago, USA; College of Computing and Digital Media (CDM), DePaul University, Chicago, USA; College of Computing and Digital Media (CDM), DePaul University, Chicago, USA",2022 IEEE Global Engineering Education Conference (EDUCON),11 May 2022,2022,,,801,810,"Computational thinking (CT) has been described as a set of valuable skills for tackling complex problems. To foster CT among K-12 students, different initiatives have been introduced by governmental and non-governmental entities, and numerous studies have been carried out by researchers to define and integrate CT into school curriculum. However, previous studies has shown little agreement among researchers, governmental and non-governmental sectors about a unified CT definition. These dissensions have introduced challenges in formulating a definition for CT at the K-12 level. The absence of a unified definition may increase the challenges for teachers to teach and integrate CT into school curriculum. To foster CT among K-12 students, we introduce a definition and framework for CT. We evaluated 39 articles and extracted the most common elements used in the literature to frame CT definition and describe its elements. Several studies have discussed, as well as investigated, the significance of conceptualizing and comprehending the interaction and dependency relationships among computational objects. However, our literature review discovered that little attention has been dedicated to the concept of dependency in the CT body of knowledge. Based on the literature review, we define CT as the thought process used for solving problems, and it encompasses the elements of problem decomposition, abstraction, and algorithmic thinking. We conjecture the CT definition is missing the element of dependency. In the context of CT, we define dependency as the knowledge of comprehending the interrelationships between different sections of a decomposed problem.",2165-9567,978-1-6654-4434-7,10.1109/EDUCON52537.2022.9766703,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9766703,Computational Thinking (CT);K-12 Education;Dependency;Abstraction;Decomposition;Algorithmic Thinking,Computer science;Bibliographies;Conferences;Computational modeling;Engineering education,,,,69.0,IEEE,11 May 2022,,,IEEE,IEEE Conferences,5,6
Developing a Teacher Training Curriculum Including Computational Thinking Skills: Early Advances on a Study Focused on Colombia,A. Muñoz del Castillo; M. A. Muñoz; L. C. Acosta Huertas; E. Herrera; J. Jimenez Toledo; D. X. Ramos,"Universidad de Santander, Pasto, Colombia; University of Melbourne, Melbourne, VIC, Australia; Escuela Normal Superior de Pasto, Pasto, Colombia; Escuela Normal Superior de Pasto, Pasto, Colombia; Institucion Universitaria CESMAG, Pasto, Colombia; Institución Universitaria CESMAG, Pasto, Colombia",2019 XIV Latin American Conference on Learning Technologies (LACLO),13 Feb 2020,2019,,,8,11,"During training at the Complementary Formation Program (CFP), Colombian primary school teachers do not acquire Computational Thinking (CT) skills, which are considered fundamental for the knowledge economies of the 21st century. In this paper, we describe the early stages of a project aiming to reform the CFP curriculum, such that CT skills becomes an integral part. As a first step, we carried-out four introductory workshops with 64 first-and third-semester CFP students and then surveyed them to gather their perceptions on CT. The results show that the students have a limited understanding of CT and its associated skills, but they recognize their importance. Moreover, they agree that primary school should be the starting point to develop them. The project will continue gathering information from current CFP teachers, current primary school teachers, and university professors who are experts in curriculum development, to develop the curricular proposal.",,978-1-7281-4286-9,10.1109/LACLO49268.2019.00012,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8995162,Computational Thinking;Curriculum design;Teacher training,,,2.0,,27.0,IEEE,13 Feb 2020,,,IEEE,IEEE Conferences,5,6
A pragmatic approach to develop computational thinking skills in novices in Computing Education,M. Philip; V. G. Renumol; R. Gopeekrishnan,"Department of Computer Science and Engineering, Rajagiri School of Engineering and Technology, Kochi, India; Division of Information Technology, Cochin University of Science and Technology, Kochi, India; Dept. of Computer Applications, Saintgits College of Engineering, Kottayam, India","2013 IEEE International Conference in MOOC, Innovation and Technology in Education (MITE)",6 Mar 2014,2013,,,199,204,"Fundamental skills acquired by undergraduate students during their academic, play a crucial role in their career. One such skill is computational thinking (CT), which will help to solve problems algorithmically using computers. Computational thinking will improve their problem solving skills in a non-conventional manner as this leads the student to think in multiple paths to reach the solution. However, it is a challenge in Computing Education to develop student's ability to solve problems in an algorithmic way. The aim of this paper is to introduce a potential and pragmatic approach to develop computational thinking skills in novices.",,978-1-4799-1626-9,10.1109/MITE.2013.6756334,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6756334,computational thinking;algorithm;problem solving;abstraction;computing education,Programming profession;Computers;Computational modeling;Educational institutions;Problem-solving,,8.0,,16.0,IEEE,6 Mar 2014,,,IEEE,IEEE Conferences,5,9
An Educational Game to Promote the Development of Computational Thinking in Children Both Neurotypical and with Intellectual Disabilities,M. S. Geremias; T. C. Dutra; I. Gasparini; E. Maschio,"Universidade do Estado de Santa Catarina (UDESC), Joinville, Brazil; Instituto Federal do Paraná (IFPR), Paranaguá, Brazil; Universidade do Estado de Santa Catarina (UDESC), Joinville, Brazil; Universidade Tecnológica Federal do Paraná (UTFPR), Guarapuava, Brazil",2023 IEEE International Conference on Advanced Learning Technologies (ICALT),29 Sep 2023,2023,,,105,107,"Computational Thinking (CT) is a way to structure thinking to solve problems, which develops cognitive skills. Educational Digital Games (EDG) are a potential tool to work with CT, stimulating the student's interest and learning. Still, to make these games playable by children with Intellectual disabilities (ID), it is necessary to have adaptations suitable to their educational needs. Therefore, this paper presents the development and evaluation of the EDG “Pensar e Vestir” (PeV). This game addresses a daily life activity, the process of choosing clothes and the act of wearing them, and aims to promote the development of CT in children both neurotypical and with ID. The development process was supported by ID, Education, and Specialized Education Treatment specialists based on accessibility guidelines. In the end, there were two evaluations, firstly with the specialists and then with Computation students, to validate the functional and technical requirements. Currently, the game is in evaluation by its target audience.",2161-377X,979-8-3503-0054-3,10.1109/ICALT58122.2023.00036,Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior - Brasil (CAPES)(grant numbers:2021TR795); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10260990,computational thinking;educational digital games;intellectual disability,Technical requirements;Computer science;Heat treatment;Design methodology;Education;Games;Pattern recognition,,,,16.0,IEEE,29 Sep 2023,,,IEEE,IEEE Conferences,5,7
The impact of different types of scaffolding in project-based learning on girls' computational thinking skills and self-efficacy,Y. Jin; J. Sun; H. Ma; X. Wang,"School of education, Shaanxi Normal University, Xi'an, Shaanxi, China; School of education, Shaanxi Normal University, Xi'an, Shaanxi, China; School of education, Shaanxi Normal University, Xi'an, Shaanxi, China; School of education, Shaanxi Normal University, Xi'an, Shaanxi, China",2021 Tenth International Conference of Educational Innovation through Technology (EITT),2 Feb 2022,2021,,,362,366,"Gender differences in computational thinking (CT) among students are obvious, with boys ‘CT being significantly higher than girls’. Therefore, how to effectively improve girls' CT has become a serious concern. This study integrated two types of project-based learning (PBL) into a Scratch programming course, one with extensive teacher-supported scaffolding and the other with limited teacher-supported scaffolding. To examine their impact on girls' CT skills and self-efficacy, this study applied mixed research methods, conducted a pretest-posttest control group experiment, and analyzed the quantitative and qualitative data collected from 21 grade-3 girls in a primary school. It was found that the extensive teacher-supported scaffolding of PBL in a Scratch programming course is more effective in promoting the CT skills and self-efficacy than limited teacher-supported scaffolding of PBL. These findings have some implications for the effective PBL practice and related teacher professional development.",2166-0549,978-1-6654-2757-9,10.1109/EITT53287.2021.00077,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9694003,computational thinking;project-based learning;scaffolding;girls,Technological innovation;Programming profession,,2.0,,32.0,IEEE,2 Feb 2022,,,IEEE,IEEE Conferences,5,6
Promoting Computational Thinking Skills in Non-Computer-Science Students: Gamifying Computational Notebooks to Increase Student Engagement,A. De Santo; J. C. Farah; M. L. Martínez; A. Moro; K. Bergram; A. K. Purohit; P. Felber; D. Gillet; A. Holzer,"University of Neuchâtel, Neuchâtel, Switzerland; Ecole Polytechnique Federale de Lausanne, Ecublens, Switzerland; Ecole Polytechnique Federale de Lausanne, Ecublens, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland; Ecole Polytechnique Federale de Lausanne, Ecublens, Switzerland; University of Neuchâtel, Neuchâtel, Switzerland",IEEE Transactions on Learning Technologies,9 Aug 2022,2022,15.0,3.0,392,405,"Computational thinking (CT) skills are becoming increasingly relevant for future professionals across all domains, beyond computer science (CS). As such, an increasing number of bachelor's and master's programs outside of the CS discipline integrate CT courses within their study program. At the same time, tools such as notebooks and interactive apps designed to support the teaching of programming concepts are becoming ever more popular. However, in non-CS majors, CT might not be perceived as essential, and students might lack the motivation to engage with such tools in order to acquire solid CT skills. This article presents a field study conducted with 115 students during a full semester on a novel computational notebook environment. It evaluates computational notebooks and CT skills in an introductory course on information technology for first-year undergraduates in business and economics. A multidimensional evaluation approach makes use of pre- and post-test surveys, lectures, and self-directed laboratory sessions tracking analytics. Our findings suggest that, in the process of learning CT for non-CS students, engagement in active learning activities can be a stronger determinant of learning outcomes than initial knowledge. Furthermore, gamifying computational notebooks can serve as a strong driver of active learning engagement, even more so than initial motivational factors.",1939-1382,,10.1109/TLT.2022.3180588,Swissuniversities; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9790858,Active learning;computational notebooks;computational thinking (CT);fieldwork learning;gamification;motivation,Education;Hybrid learning;Codes;Programming profession;Encoding;Python;Games,,13.0,,72.0,CCBY,8 Jun 2022,,,IEEE,IEEE Journals,5,8
Design and Evaluation of a Deep Learning Recommendation Based Augmented Reality System for Teaching Programming and Computational Thinking,P. -H. Lin; S. -Y. Chen,"Department of Engineering Science, National Cheng Kung University, Tainan, Taiwan; Department of Computer Science and Information Engineering, National Taitung University, Taitung, Taiwan",IEEE Access,12 Mar 2020,2020,8.0,,45689,45699,"Programming is considered a skill to arouse and inspire learner's potential. Learning to program is a complex process that requires students to write grammar and instructions. The structure of a programming language does not cause impose problems to students, the real obstacle is how to apply these learned grammars and present them in a complete and correct program code for problem solving. In this study, a deep learning recommendation system was developed, which includes augmented reality (AR) technology, and learning theory, and is provided for study by students in non-major and also from different learning backgrounds. Those students divided into two groups, the students participating in the experimental group were using the AR system with deep learning recommendation and the students participating in the control group were using the AR system without deep learning recommendation. The results show that students in experimental group perform better than the control group with regards to learning achievement. On the other hand, in the part of computational thinking ability, students using a deep learning recommendation based AR system is significantly better than those using non-deep learning recommendation based AR system. Among the various dimensions of computational thinking, creativity, logical computing, critical thinking, and problem-solving skills are significantly different among the two groups of students. The students in experimental group perform better than the control group with regards to the dimensions of computational thinking, creativity, logical computing, critical thinking, and problem-solving skills.",2169-3536,,10.1109/ACCESS.2020.2977679,"Ministry of Science and Technology, Taiwan(grant numbers:MOST 108-2511-H-143-002); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9020189,Deep learning recommendation;computational thinking;AR technology,Machine learning;Education;Programming profession;Problem-solving;Grammar;Augmented reality,,77.0,,59.0,CCBY,2 Mar 2020,,,IEEE,IEEE Journals,5,7
Effectiveness of marker-based augmented reality game on computational thinking skills and cognitive load for middle school students,T. S. S. Rao; A. S. Tiwari; U. Mitra; K. K. Bhagat,"Advanced Technology Development Centre, Indian Institute of Technology Kharagpur, West Bengal, India; Advanced Technology Development Centre, Indian Institute of Technology Kharagpur, West Bengal, India; Advanced Technology Development Centre, Indian Institute of Technology Kharagpur, West Bengal, India; Advanced Technology Development Centre, Indian Institute of Technology Kharagpur, West Bengal, India",2024 IEEE International Conference on Advanced Learning Technologies (ICALT),29 Aug 2024,2024,,,222,226,"Computational thinking (CT) gained significant importance in education, leading to a surge in the development of dedicated instructional platforms. The cultivation of students’ CT skills posed a challenge, often involving the introduction of abstract and challenging-to-visualize programming concepts. This study aimed to bridge this gap by introducing an augmented reality-based coding game—an interactive learning platform designed to facilitate students in acquiring programming skills and enhancing their grasp of computational thinking concepts. The augmented reality (AR) digital game is specifically directed towards fundamental CT skills, such as pattern recognition, decomposition, abstraction, and developing algorithms. To evaluate the effectiveness of the AR game in enhancing CT skills, a study was conducted with 124 middle school students, entailing in grades 6th and 8th. The experimental group (N = 63) utilized the AR game, while the control group (N = 61) relied on conventional text materials. The findings of the experiment strongly supported the integration of AR technology along with game-based learning as a means to enhance CT knowledge and skills while simultaneously reducing cognitive load.",2161-377X,979-8-3503-6205-3,10.1109/ICALT61570.2024.00071,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10645865,Augmented reality;computational thinking;game-based learning;cognitive load,Codes;Education;Games;Writing;Cognitive load;Encoding;Pattern recognition,,,,26.0,IEEE,29 Aug 2024,,,IEEE,IEEE Conferences,5,7
"Assessing Computational Thinking Pedagogy in Serious Games Through Questionnaires, Think-aloud Testing, and Automated Data Logging",J. R. Fanfarelli,"Games and Emerging Media, Marist College, Poughkeepsie, NY, USA",2021 IEEE/ACIS 20th International Fall Conference on Computer and Information Science (ICIS Fall),6 Dec 2021,2021,,,149,152,"Computational thinking is an important skill for solving complex problems, including processes such as decomposition, pattern recognition, abstraction, and algorithmic design. Game-based learning has recently seen an increase in prevalence for teaching computational thinking, making games an important topic of study. However, there is currently no validated tool for assessing Computational Thinking (CT) that performs reliably across disciplines and age groups. In the absence of such a tool, this paper examines several software testing methods for the evaluation of CT pedagogy effectiveness within serious games. Namely, it makes recommendations for the application of standardized questionnaires, think-aloud testing, and automated data logging for evaluating games that promote CT learning. It concludes with a potential use case to demonstrate how the methods can be combined to achieve a granular and actionable understanding of a complex CT assessment problem and its causes.",,978-1-7281-7679-6,10.1109/ICISFall51598.2021.9627365,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9627365,serious games;game;gaming;computational thinking;algorithmic thinking;test;testing;assessment;development,Software testing;Information science;Bibliographies;Education;Games;Manuals;Tools,,1.0,,23.0,IEEE,6 Dec 2021,,,IEEE,IEEE Conferences,5,7
