document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
An Empirical Study on Blended Learning to Promote the Development of Computational Thinking Ability of College Students,L. Liao; J. Liang,"School of Information Technology in Education, South China Normal University, Guangzhou, China; School of Information Technology in Education, South China Normal University, Guangzhou, China",2017 International Symposium on Educational Technology (ISET),10 Aug 2017,2017,,,256,260,"Studies have shown that learning approaches are able to promote the developments of computational thinking on students, including cooperative learning, project-based learning, online communication, Academic dialogue etc. Therefore, these learning approaches can combine with the traditional teaching in a more effective way. Blended learning may promote the developments of computational thinking on students. The paper takes the junior College students as the experimental objects, and carries a pretest-posttest study through unequal experimental and control groups. It approved that blended learning has a positive impact on the college student's computational thinking, i.e., they have an obvious progress.",,978-1-5090-3031-6,10.1109/ISET.2017.64,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8005431,Blended learning;Computational thinking;Computational thinking trend;Skills of computational thinking,Education;Programming profession;Information technology;Management information systems;Software,,3.0,,10.0,IEEE,10 Aug 2017,,,IEEE,IEEE Conferences,10,8
Improving learning of computational thinking using creative thinking exercises in CS-1 computer science courses,L. D. Miller; L. -K. Soh; V. Chiriacescu; E. Ingraham; D. F. Shell; S. Ramsay; M. P. Hazley,"University of Nebraska System, Lincoln, NE, US; Department of Computer Science and Engineering, University of Nebraska, Lincoln; Department of Computer Science and Engineering, University of Nebraska, Lincoln; Center for Computational Creativity, University of Nebraska, Lincoln; Center for Computational Creativity, University of Nebraska, Lincoln; Center for Computational Creativity, University of Nebraska, Lincoln; Center for Computational Creativity, University of Nebraska, Lincoln",2013 IEEE Frontiers in Education Conference (FIE),19 Dec 2013,2013,,,1426,1432,"Promoting computational thinking is one of the top priorities in CS education as well as in other STEM and non-STEM disciplines. Our innovative NSF-funded IC2Think project blends computational thinking with creative thinking so that students leverage their creative thinking skills to “unlock” their understanding of computational thinking. In Fall 2012, we deployed creative exercises designed to engage Epstein's creative competencies (Surrounding, Capturing, Challenging and Broadening) in introductory level CS courses targeting four different groups (CS, engineering, combined CS/physical sciences, and humanities majors). Students combined hands-on problem solving with guided analysis and reflection to connect their creative activities to CS topics such as conditionals and arrays and to real-world CS applications. Evaluation results (approximately 150 students) found that creative thinking exercise completion had a linear “dosage” effect. As students completed more exercises [0/1 – 4], they increased their long-term retention [a computational thinking test], F(3, 98) = 4.76, p =.004, partial Eta2 = .127 and course grades, F(3, 109) = 4.32, p =.006, partial Eta2 = .106. These findings support our belief that the addition of creative thinking exercises to CSCE courses improves the learning of computational knowledge and skills.",2377-634X,978-1-4673-5261-1,10.1109/FIE.2013.6685067,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6685067,CS1;Creative Thinking;Computational Thinking;College;Computer Science,Ciphers;Reflection;Writing;Computer science;Data collection;Debugging;Educational institutions,,31.0,,19.0,IEEE,19 Dec 2013,,,IEEE,IEEE Conferences,10,8
Improving Computational Thinking Competencies in STEM Higher Education,N. Dehbozorgi; M. Roopaei,NA; NA,2024 IEEE Integrated STEM Education Conference (ISEC),17 Sep 2024,2024,,,1,4,"Computational thinking (CT) is a key competency with a significant impact on students' academic performance in STEM fields. It empowers students to enhance problem-solving skills by decomposing problems, utilizing abstraction and pattern recognition, and employing algorithmic thinking to design solutions and build models. This is particularly important in STEM disciplines where logical reasoning is essential for addressing complex real-world challenges in academic and industrial settings. Given the increasing demand for professionals equipped with strong algorithmic thinking and problem-solving abilities in Industry 5, educational institutions are focusing on enhancing students' CT and problem-solving skills. This study presents an initiative conducted over the past two years at our institute to teach CT in a gateway course to students with different backgrounds in STEM fields. The approach involved designing specific learning modules on Abstraction, Decomposition, Pattern Recognition, and Algorithmic Thinking and integrating them into the LMS. After studying these learning modules, the students were exposed to specific assignments that required the application of related CT skills. Pre and post surveys were employed by using standard CT tests to measure the impact of the intervention on students' CT levels. The results indicated an improvement in students' perceptions of their mastery of CT. Academic course grades also showed an improvement, with increased A scores and reduced F grades post-intervention. This two-year study on improving CT skills has yielded promising results. Moving forward, the research aims to enhance the existing modules further and distribute them to a broader range of introductory-level STEM courses in other universities. This future direction aligns with the goal of expanding the impact of CT education and integrating it more widely into STEM curricula.",2473-7623,979-8-3503-5280-1,10.1109/ISEC61299.2024.10664997,Kennesaw State University; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10664997,Computational Thinking;Higher Education;Integrated STEM Education;Student Performance,Surveys;Industries;Computational modeling;Focusing;Logic gates;Cognition;Pattern recognition,,1.0,,12.0,IEEE,17 Sep 2024,,,IEEE,IEEE Conferences,5,8
Enhancing Computational Strategies to Decode ChatGPT’s Influence on the Critical Thinking Abilities of University Students,Gunawan; S. Palupi; R. Hardi; A. S. Pribadi; R. Zulkarnain; M. N. Setiawan; N. W. W. Sari; Sulistiyanto; D. T. Utomo,"Department of Informatics, Universitas Mulia, Balikpapan, Indonesia; Department of Information Systems, Universitas Mulia, Balikpapan, Indonesia; Department of Informatics, Universitas Mulia, Balikpapan, Indonesia; Department of Law, Universitas Mulia, Balikpapan, Indonesia; Department of Information Systems, Universitas Mulia, Balikpapan, Indonesia; Department of Informatics, Universitas Mulia, Balikpapan, Indonesia; Department of Informatics, Universitas Mulia, Balikpapan, Indonesia; Department of Engineering, Universitas Nurul Jadid, Probolinggo, Indonesia; Department of Information Technology, Politeknik Negeri Jember, Jember, Indonesia",2024 4th International Conference of Science and Information Technology in Smart Administration (ICSINTESA),14 Nov 2024,2024,,,27,32,"The integration of artificial intelligence (AI) tools such as ChatGPT into educational contexts is reshaping the landscape of student learning and critical thinking. This study investigates the influence of ChatGPT on the critical thinking abilities of university students by enhancing computational strategies for analysis. We developed an advanced computational framework that leverages natural language processing (NLP) and machine learning (ML) techniques to evaluate the interaction between students and ChatGPT. Our approach involves the collection and analysis of large-scale interaction data to identify patterns and impacts on critical thinking development. We employed sentiment analysis, topic modeling, and argumentation mining to decode the nature of student responses and their evolution over time. The results reveal significant improvements in critical thinking skills among students who actively engage with ChatGPT, suggesting that the AI can act as a catalyst for developing higher-order thinking skills. This study contributes to the growing body of research on AI in education by providing insights into the mechanisms through which AI tools can enhance critical thinking, and proposes practical implications for integrating such tools into academic curricula. The findings support the notion that computational analysis can provide a nuanced understanding of AI’s educational impacts, paving the way for more effective AI-assisted learning environments.",,979-8-3503-7611-1,10.1109/ICSINTESA62455.2024.10748139,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10748139,Artificial intelligence;ChatGPT;critical thinking;computational strategies;natural language processing;machine learning;education,Sentiment analysis;Analytical models;Technological innovation;Computational modeling;Education;Machine learning;Learning (artificial intelligence);Chatbots;Data mining;Information technology,,,,17.0,IEEE,14 Nov 2024,,,IEEE,IEEE Conferences,10,8
Integrating Computational Thinking Into the Curricula to Bridge the Skill Gap in Engineering Education,N. Dehbozorgi; M. Nezafati; M. Roopaei,"Dept. of Software Engineering, Kennesaw State University, Marietta, GA, USA; Dept. of Biomedical Engineering, Georgia Institute of Technology, Atlanta, GA, USA; Dept. of Electrical and Computer Engineering), University of Wisconsin-Platteville, Platteville, WI, USA",2024 IEEE Frontiers in Education Conference (FIE),26 Feb 2025,2024,,,1,4,"This work-in-progress research-to-practice paper presents an intervention on integrating computational thinking modules into a software engineering course. The national consensus on the significance of computational thinking has prompted the expansion of related educational initiatives over the past decade. Since the definition of computational thinking by Wing in 2006, this concept has gained significant attention within the educational community. Particularly this surge of interest has led to extensive research into its conceptual foundations and subsequent integration into educational curricula since 2013. National initiatives have since emerged to incorporate computational thinking into the educational system. Furthermore, as artificial intelligence and computing systems become increasingly integrated into daily life, there is a growing demand from industries for a workforce and graduates adept at critical thinking and problem-solving. Aligned with this national movement, our study presents a two-year institutional initiative, aimed at integrating computational thinking into the software engineering program. The software engineering discipline extensively involves design thinking and problem-solving skills. However, we noticed that these higher-level skills are not imparted early in the program to teach students this method of thinking and approaching problems. To bridge this skill gap, we developed a set of computational thinking modules and integrated them into a gateway course in the software engineering program. Over two years, we implemented this intervention in an introductory-level course and evaluated its impact on students' computational thinking skills by analyzing their responses to a standard Computational Thinking Assessment survey. The results showed significant improvement in most components. These early findings underscore the effectiveness of integrating these computational thinking modules into the gateway courses, regardless of the specific course topic. A notable feature of these modules is their adaptability to diverse engineering courses, suggesting broader applicability across disciplines. Moving forward, our research aims to expand the integration of the computational thinking modules into various courses in other institutes across the nation and analyze their impact on student performance.",2377-634X,979-8-3503-5150-7,10.1109/FIE61694.2024.10892914,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10892914,Computational Thinking;Software Engineering;Engineering Education,Bridges;Surveys;Industries;Logic gates;Problem-solving;Surges;Engineering education;Artificial intelligence;Standards;Software engineering,,,,16.0,IEEE,26 Feb 2025,,,IEEE,IEEE Conferences,8,8
CS for ALL: Introducing Computational Thinking with Hands-On Experience in College,A. Jung; J. Park; A. Ahn; M. Yun,"Department of Computer Science, Framingham State University, Framingham, MA; Department of STEM Education & Teacher Development, University of Massachusetts Dartmouth, Dartmouth, MA; E-Service IR LLC, Tempe, AZ; Department of Computer Science and Networking, Wentworth Institute of Technology, Boston, MA",2017 International Conference on Computational Science and Computational Intelligence (CSCI),6 Dec 2018,2017,,,1073,1078,"CS for ALL is a new education initiative launched in 2016 to empower a generation of American students with the computer science skills they need to thrive in a digital economy. In order to keep up with trends in the growing technology-driven world, students should have the ability to analyze and consider the consequences of computing problems critically. However, introducing CS and computational thinking skills to the first year students in college is a difficult task because the nature of the subject tends to be dry and conceptual. Thus, we introduce a computer science course that helps all undergraduate students to prepare for digital life as well as enhance their critical thinking skills through hands-on learning experiences. The course contents introduce the general concept of computer science such as computing system, basic networking, algorithms and programming with Scratch and mBot robot exercises. Our student feedback shows a high level of enthusiasm and engagement among the students. The strong hands-on learning nature of the course helped our students to have more engaging and interactive classroom experiences.",,978-1-5386-2652-8,10.1109/CSCI.2017.187,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8560947,Computer Science Education;Computational Thinking;Hands-on;Robot programming,,,,,16.0,IEEE,6 Dec 2018,,,IEEE,IEEE Conferences,7,8
Comparing computational thinking skills of engineering students in urban and rural areas of Peru,N. A. Nunez; G. Cornejo-Meza; S. A. Sánchez,"Departamento de Ingeniería Industrial, Facultad de Ciencias Físicas y Matemáticas, Universidad de Chile, Santiago, Chile; Departamento Académico de Psicología, Pontificia Universidad Católica del Perú, Lima, Perú; Centrum Católica Graduate Business School, Pontificia Universidad Católica del Perú, Lima, Perú",2020 IEEE ANDESCON,1 Dec 2020,2020,,,1,5,"The present study focuses on comparing the achievement levels of computational thinking skills in first-year engineering students at two Peruvian universities, one located in an area with a high human development index (Lima) and the other in a more vulnerable area (Amazonas). The study is based on a computational thinking competence assessment model carried out with 112 students who were given challenges and problems. The results show that: (a) the achievement levels of computational thinking competences differ significantly between the Lima group and the Amazonas group, (b) the highest levels of competence achievement are associated with students who had some level of previous instruction in secondary education, and (c) the differences in the achievement of computational thinking skills according to student gender are not significant.",,978-1-7281-9365-6,10.1109/ANDESCON50619.2020.9272097,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9272097,computational thinking;education in engineering;Peru;Latin America;vulnerable environments,Education;Analysis of variance;Programming profession;Conferences;Training;Standards;Engineering students,,2.0,,23.0,IEEE,1 Dec 2020,,,IEEE,IEEE Conferences,10,8
Research on group-based learning teaching mode to computational thinking ability development based on Blackboard system,Y. Wang; S. Li,"School of Information Engineering, Nanjing Xiaozhuang University, Nanjing, China; School of Information Engineering, Nanjing Xiaozhuang University, Nanjing, China","2021 International Conference on Education, Information Management and Service Science (EIMSS)",19 Nov 2021,2021,,,58,61,"Under the background of modern computer science education, the development of students' computational thinking ability and programming problem solving skills is the most important work. This paper researches on group-based learning teaching mode to computational thinking ability development based on Blackboard system, which explores a suitable learning way in terms of learner cognitive engagement and constructivist perspective using Blackboard system, and emphasizes the student's subject position in learning and the teacher's dominant position in teaching. It can also enhance the interaction between the teacher and the student, a positive teacher-student relationship facilitates affective learning, thus developing the educational process and making it more comfortable. This paper discusses the development of computational thinking ability and Blackboard system, and the current situation of the computer teaching. Then put forward the key elements of course content selection in computer science education, and designed a group-based learning teaching mode to computational thinking ability development based on Blackboard system.",,978-1-6654-2707-4,10.1109/EIMSS53851.2021.00021,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9603471,computational thinking;group-based learning teaching mode;computer science education,Computational modeling;Education;Collaboration;Computer science education;Information management;Problem-solving;Programming profession,,1.0,,9.0,IEEE,19 Nov 2021,,,IEEE,IEEE Conferences,7,8
An Investigation of Undergraduates’ Computational Thinking in a Sophomore-Level Biomedical Engineering Course,H. Shoaib; M. Cardella; A. Madamanchi; D. Umulis,"Department of Engineering Education, Purdue University, West Lafayette, USA; Department of Engineering Education, Purdue University, West Lafayette, USA; Department of Agricultural & Biological Engineering, Purdue University, West Lafayette, USA; Department of Agricultural & Biological Engineering, Purdue University, West Lafayette, USA",2019 IEEE Frontiers in Education Conference (FIE),12 Mar 2020,2019,,,1,4,"This research study presents our work focused on studying the development of introductory computational thinking in undergraduate biomedical engineering students. In response to the growing computational intensity of the healthcare industry, biomedical engineering (BME) undergraduate education is starting to emphasize computation and computational thinking. Computational thinking is a way of thinking that uses concepts and methodologies of computing to solve problems in interdisciplinary and multidisciplinary subjects. In broader terms, computational thinking is not only associated with using computational tools but also with the thought process of solving a problem by data representation, problem decomposition, and algorithm design. Despite being so important, there is little research work or information available on the development of computational thinking in BME undergraduate students. Our research focuses on how BME undergraduate students develop computational thinking skills while performing group activities related to problem-solving. In order to conduct this study, we incorporate a teaching methodology that prompts computational thinking in a thermodynamics course being taught at a public mid-western university to approximately 120 sophomore students. We observe classroom activities involving analytical problem solving followed by pseudo code generation for computational coding. In order to investigate computational thinking, we collect classroom observations of small groups of students as they come up with a solution to an analytical problem with each other. We complement the observation notes of the classroom activities with follow up semi structured interviews with individual students from five groups. Thematic analysis of the student interviews is used in order to analyze student responses towards the incorporation of computation intensive teaching methodology. This Work in Progress helps us expand our understanding of computational thinking development and the challenges involved in performing computational thinking activity in BME undergraduate students.",2377-634X,978-1-7281-1746-1,10.1109/FIE43999.2019.9028503,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9028503,thermodynamics;computational thinking,Mathematical model;Thermodynamics;Interviews;Problem-solving;Computational modeling;Analytical models;Testing,,2.0,,11.0,IEEE,12 Mar 2020,,,IEEE,IEEE Conferences,8,8
Developing Future Computational Thinking in Foundational CS Education: A Case Study From a Liberal Education University in India,B. Kalluri; P. Prasad; P. Sharma; D. Chippa,"School of Computing and Data Sciences, FLAME University, Pune, India; School of Computing and Data Sciences, FLAME University, Pune, India; School of Computing and Data Sciences, FLAME University, Pune, India; School of Computing and Data Sciences, FLAME University, Pune, India",IEEE Transactions on Education,20 Dec 2024,2024,67.0,6.0,944,953,"Contribution: This article proposes a new theoretical model with a goal to develop future human computational thinking (CT) in foundational computer science (CS) education. The model blends six critical types of thinking, i.e., logical thinking, systems thinking, sustainable thinking, strategic thinking, creative thinking, and responsible thinking into the design of a first-year undergraduate programming course. The study describes a creative blended pedagogy that embeds the proposed model into the course plan.Background: The emergence of artificial intelligent systems such as large language models from a knowledge provider perspective, coupled with a gradual change in post-pandemic outlook of education challenge the relevance and raises concerns about the future of education. The 21st-century human CT requirements, viz., learning to code (skill) and thinking computationally (competency), will be inadequate in the future. Moreover, there is substantial evidence which shows that most introductory programming courses fail to integrate critical elements like ethics and responsibility as part of the course.Intended Outcomes: The authors anticipate experiential learning models such as this has immense potential to future-proof CS education, as well as make future software engineers responsible citizens.Application Design: The proposed model blends six types of thinking into the design and activities of the course. The underlying theoretical basis of these activities revolve around three key principles: 1) experiential learning; 2) self-reflection; and 3) peer learning.Findings: This case study from a liberal educational institution in India qualitatively shows evidence of students developing six critical elements of thinking that shapes their future CT ability.",1557-9638,,10.1109/TE.2024.3394060,seed fund given to Kalluri’s Urban Design and Open-innovation Studio at FLAME University; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10530940,21st-century skills;computer science (CS);creative pedagogy;foundational education;future thinking,Education;Sustainable development;Computational modeling;Systems thinking;Programming profession;Software systems;Green products,,,,35.0,IEEE,15 May 2024,,,IEEE,IEEE Journals,8,8
