document title,authors,author affiliations,publication title,date added to xplore,publication year,volume,issue,start page,end page,abstract,issn,isbns,doi,funding information,pdf link,author keywords,ieee terms,mesh_terms,article citation count,patent citation count,reference count,license,online date,issue date,meeting date,publisher,document identifier,cluster_tfidf,cluster_jaccard
The Teaching Mode and Practice Analysis of College Computer Basic Course Based on Computational Thinking,C. Xue; W. Zhun,"Department of Computer Science and Engineering, Guangzhou College of Technology and Business, Guangzhou, China; Department of Computer Science and Engineering, Guangzhou College of Technology and Business, Guangzhou, China",2020 13th International Conference on Intelligent Computation Technology and Automation (ICICTA),13 Sep 2021,2020,,,266,269,"This paper mainly adopts the theory with practice, combines the computational thinking method with education and teaching, and constructs the inquiry teaching model based on computational thinking. We adopt the formal teaching model and learning model, incremental expression of computational thinking ability to improve the effect, from the computational thinking of automation, abstract characteristics of the teaching and learning model based on computational thinking formalization. Then, in the case study, the learning support technology scheme of MOOC course platform combining mobile terminal and HTML5 is designed. Through teaching practice and quantitative analysis of experimental behavior, the platform effectively avoids the interference of programming language code, which simplifies the expression and application process of algorithm thinking, and enhances students' interest and operation of programming working ability.",,978-1-7281-8666-5,10.1109/ICICTA51737.2020.00063,Guangdong Province “Research and Practical Exploration on the Reform of Computer Basic Teaching Mode Combined with Innovation Ability and Computational Thinking”(grant numbers:20191206); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9526726,computational thinking;practice analysis;computer basic teaching;HTML;MOOC,Computer languages;Computer aided instruction;Automation;Electronic learning;Codes;Statistical analysis;Computational modeling,,1.0,,8.0,IEEE,13 Sep 2021,,,IEEE,IEEE Conferences,7,5
Computational Thinking & Practical Thinking Inspired Java Web Curriculum Reform Method,F. Yu; H. Wang,"School of Information Science and Engineering, Shandong Normal University; School of Information Science and Engineering, Shandong Normal University",2019 10th International Conference on Information Technology in Medicine and Education (ITME),23 Jan 2020,2019,,,312,316,"Both Computational thinking and Practical thinking are important concepts of great concern to the international computer community. They are also hot topics needed to be studied in education. Inspired by these two kinds of thinking, we expound how to better carry out teaching practice. The teaching process is task-oriented, teacher-led and student-centered. In the whole teaching process, teachers use the way of integrating computational thinking with practical thinking to prepare courses, design tasks and guide students to complete learning tasks. Compared with the traditional teaching mode, the teaching mode of integrating computational thinking and practical thinking has made great progress in training students' computer practical ability and innovation ability. It can not only improve learning efficiency, but also train students' computer practical ability. Finally, the feasibility and efficiency of this method are verified by Java Web course design.",2474-3828,978-1-7281-3918-0,10.1109/ITME.2019.00078,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8964889,Computational Thinking;Practical Thinking;Java Web,Java;Task analysis;Programming;Software;Training;Information technology,,3.0,,10.0,IEEE,23 Jan 2020,,,IEEE,IEEE Conferences,7,5
Teaching mode reform and exploration on the University Computer Basic based on Computational thinking training in Network Environment,Boqin Liu; Junmei He,"Faculty of Computer and Information Science, Southwest University, Chongqing, China; Faculty of Computer and Information Science, Southwest University, Chongqing, China",2014 9th International Conference on Computer Science & Education,16 Oct 2014,2014,,,59,62,"Due to the international and domestic education and computer industries and so on computational thinking attaches great importance and has done considerable exploratory research, our school also reform and exploration teaching mode on the University Computer Basic based on Computational thinking training in network environment, and the use of based on Computational thinking Autonomous learning mode in the Network Environment in the actual teaching, strengthen the learners understanding of computer science, corrected the computing disciplines equivalent to the idea of computer programming, enhance the connotation and science significance of computer disciplines, to overcome the computer means “narrow tool” argument,and achieved good teaching results.",,978-1-4799-2951-1,10.1109/ICCSE.2014.6926430,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6926430,Computational thinking;The Network teaching auxiliary platform;Autonomous learning mode,Educational institutions;Microcomputers;Computational modeling;Indexes;HTML,,2.0,,8.0,IEEE,16 Oct 2014,,,IEEE,IEEE Conferences,7,5
Exploration of ability development of engineering and computational thinking skills in software engineering majors,Z. Deng; W. Huang; R. Dong; P. Wen,"School of Computer Science and Control, Guilin University of Electronic Technology, China; School of Computer Science and Control, Guilin University of Electronic Technology, China; School of Computer Science and Control, Guilin University of Electronic Technology, China; School of Computer Science and Control, Guilin University of Electronic Technology, China",2009 4th International Conference on Computer Science & Education,1 Sep 2009,2009,,,1665,1668,"Software talents should have the engineering ability, a common sense in IT industry, which is characterized by the fact that design plays a very important role in software engineering. Basis on the enhancement of computational thinking, the reform ideas of the development of the student's engineering ability are introduced. The detailed approaches include: 1) Extraction of fundamental discipline concept of engineering ability development; 2) Problem solving-centered organization of courses of software development tools; 3) Initiate the courses of software engineering as soon as possible; 4) Continual training of abstract logical thinking for the purpose of software abstract thinking.",,978-1-4244-3520-3,10.1109/ICCSE.2009.5228288,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5228288,software engineering;Computational thinking;design;abstract,Software engineering;Software systems;Design engineering;Programming;Computer science;Computer science education;Application software;Engineering management;Educational technology;Computer industry,,1.0,,7.0,IEEE,1 Sep 2009,,,IEEE,IEEE Conferences,10,5
The research on online independent learning model based on computational thinking,X. Zhou,"Computing Sciences Department, Sichuan Normal University, Chengdu, China",2011 International Conference on E-Business and E-Government (ICEE),16 Jun 2011,2011,,,1,5,"The online independent learning is one of the topics, which is currently focused by educational technology. Computational thinking is another important concept that international computer field widely concerned on. With the feature of online learning model, this paper builds Online Independent Learning Model Based on Computational Thinking (OILMCT). Comparing with the traditional teaching model, the OILMCT makes a great improvement in developing learners' self-building knowledge and the capability of innovative thinking. Not only improve the learning efficiency, but also make learners' computational thinking capability getting progress.",,978-1-4244-8694-6,10.1109/ICEBEG.2011.5881653,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5881653,computational thinking;online environment;independent learning,Computational modeling;Education;Mathematical model;Computers;Computer science;Learning systems;Computational efficiency,,,,7.0,IEEE,16 Jun 2011,,,IEEE,IEEE Conferences,10,5
Research and Application of Computational Thinking on Python Teaching,X. Wang; X. Zou; W. Yin; Q. Li; L. Zhang; L. Hong,"School of Media Engineering, Communication University of Zhejiang, Hangzhou, China; School of Media Engineering, Communication University of Zhejiang, Hangzhou, China; School of Media Engineering, Communication University of Zhejiang, Hangzhou, China; School of Media Engineering, Communication University of Zhejiang, Hangzhou, China; School of Media Engineering, Communication University of Zhejiang, Hangzhou, China; School of Media Engineering, Communication University of Zhejiang, Hangzhou, China",2021 IEEE 3rd International Conference on Computer Science and Educational Informatization (CSEI),19 Jul 2021,2021,,,311,314,"With the development of science and technology, the interdisciplinary knowledge penetration has become an important trend in the development of science and technology. Computational thinking is expanding from the field of computer science to other disciplines. The computational thinking is the focus of the information technology in science and engineering. Python teaching is widely used in programming courses in colleges and universities. The combination of theory and practice can stimulate students' initiative of independent innovation by teaching practice. It can effectively improve the effect and quality of computer thinking training.",,978-1-7281-8473-9,10.1109/CSEI51395.2021.9477758,Ministry of Education; Research and Development; National Natural Science Foundation of China; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9477758,computational thinking;case teaching;python programming,Training;Technological innovation;Systematics;Electronic learning;Education;Market research;Online services,,,,6.0,IEEE,19 Jul 2021,,,IEEE,IEEE Conferences,7,5
Teaching research on the cultivation of computational thinking ability by using information technology,C. Xiaohong; L. Jie; M. Zhibin; X. Li,"College of Computer Science and Technology, Harbin Engineering University, Harbin, China; College of Computer Science and Technology, Harbin Engineering University, Harbin, China; College of Mechanical and Marine Engineering, Beibu Gulf University, Qinzhou, China; College of Computer Science and Technology, Harbin Engineering University, Harbin, China",2021 2nd International Conference on Artificial Intelligence and Education (ICAIE),15 Sep 2021,2021,,,564,567,"Computational thinking ability is a very important, and it is a basic necessary skill for future talents. This paper describes the shortcomings of the current education of cultivating students’ computational thinking ability, analyzes the needs of cultivating students’ innovative ways of computational thinking in the information age, and expounds the necessity of innovative education and teaching. In this paper, the project driven teaching mode and the teaching method of computational thinking cultivation are proposed. The Small Private Online Course (SPOC) teaching method is used in the teaching practice, which is a kind of information technology method. Combined with project driven and SPOC teaching methods, the students' computational thinking ability is further cultivated. In the teaching practice, the information technology and project driven learning are made full use, which are two key factors in the information age, so the students’ computational thinking ability has been greatly improved, and the teaching effect is obvious.",,978-1-6654-2492-9,10.1109/ICAIE53562.2021.00125,Ministry of Education; Ministry of Education; Harbin Engineering University; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9534576,information technology;computational thinking;Innovation education;Project driven;Teaching practice,Training;Technological innovation;Education;Employment;Information age;Artificial intelligence,,1.0,,8.0,IEEE,15 Sep 2021,,,IEEE,IEEE Conferences,7,5
A Model of Cultivating Computational Thinking Based on Visual Programming,M. Xiao; X. Yu,"East China Normal University ECNU, Shanghai, China; East China Normal University ECNU, Shanghai, China",2017 International Conference of Educational Innovation through Technology (EITT),12 Mar 2018,2017,,,75,80,"The traditional information technology course focuses on the learning of programming tools and ignores the development of students' Computational Thinking. The emergence of visual programming tools provides a new opportunity for the training of Computational Thinking. On the basis of studying the limitations of thinking training in the traditional information technology class and the advantages of visual programming in computational thinking, this paper proposes a computational thinking training model based on visual programming. The model based on project adopt the combination of teaching plan and learning plan to design teaching and cultivate Computational Thinking. Applying this model to the actual teaching process by designing a teaching case based on the visual programming tool App Inventor, the experimental results show that the Computational Thinking of students in this model is improved in formalization and modeling. Through proposing this model and verifying its validity, we can provide the feasibility and research ideas for further studies by using visual programming to cultivate students' Computational Thinking.",,978-1-5386-0629-2,10.1109/EITT.2017.26,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8308511,Computer Thinking;Visual Programming;Projectbased Learning,Visualization;Computational modeling;Tools;Training;Programming profession,,6.0,,9.0,IEEE,12 Mar 2018,,,IEEE,IEEE Conferences,7,5
Discussion of Ability Cultivation of Computational Thinking in Course Teaching,Z. Deng; W. Huang; R. Dong,"School of Computer Science and Control Guilin University of Electronic Technology, Guilin, China; School of Computer Science and Control Guilin University of Electronic Technology, Guilin, China; School of Computer Science and Control Guilin University of Electronic Technology, Guilin, China",2009 International Conference on Education Technology and Computer,21 Jul 2009,2009,,,197,200,"Computational thinking is taken for the fundamental skills for everyone, not just computer scientist, to learn and use. It remains to be explored in many aspects how to understand the essence of computational thinking and how cultivate the computational thinking ability of students. In the view of course teaching of computer science, this paper discusses the perception of the essence of computational thinking and presents a method for the cultivation of the computational thinking ability by using courses as carrier, and a case study of the course Data Structures and Algorithms.",2155-1812,978-0-7695-3609-5,10.1109/ICETC.2009.16,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5169480,Computational thinking;methodology;course teaching;data structure and algorithm,Computer science;Pervasive computing;Concurrent computing;Embedded computing;Data structures;Computer vision;Educational technology;Humans;Computer science education;Printing machinery,,5.0,,4.0,IEEE,21 Jul 2009,,,IEEE,IEEE Conferences,8,5
Research of VB programming teaching mode based on the core of computational thinking ability training,C. Zhang; X. Chen; J. Li,"College of Science, Hebei United University, Tangshan, Hebei, China; Qian'an College, Hebei United University, Qian'an, Hebei, China; Qian'an College, Hebei United University, Qian'an, Hebei, China",2011 6th International Conference on Computer Science & Education (ICCSE),26 Sep 2011,2011,,,1260,1263,"In this paper, the existing problems and teaching characteristics of VB programming are first analyzed. Then the specific measures to reform the teaching and examination modes are proposed in accordance with the requirements of computational thinking ability training. After that, how to train the students' “computational thinking” in the VB program curriculum is elaborated on, in the hope of enabling the students to analyze and solve problems and to innovate with computers.",,978-1-4244-9718-8,10.1109/ICCSE.2011.6028861,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6028861,computational thinking;computational thinking ability;VB programming,Programming profession;Computers;Educational institutions;Visual BASIC;Training,,2.0,,5.0,IEEE,26 Sep 2011,,,IEEE,IEEE Conferences,10,5
